number,date_time,temp,RH,site,treatment
2773,8/9/2017 0:00,58.195,88.596,1,corn field interior
2774,8/9/2017 0:30,56.815,89.759,1,corn field interior
2775,8/9/2017 1:00,55.733,90.242,1,corn field interior
2776,8/9/2017 1:30,54.865,90.593,1,corn field interior
2777,8/9/2017 2:00,53.776,91.224,1,corn field interior
2778,8/9/2017 2:30,52.992,91.373,1,corn field interior
2779,8/9/2017 3:00,52.466,91.429,1,corn field interior
2780,8/9/2017 3:30,52.072,91.864,1,corn field interior
2781,8/9/2017 4:00,51.458,92.241,1,corn field interior
2782,8/9/2017 4:30,50.841,92.974,1,corn field interior
2783,8/9/2017 5:00,50.841,93.128,1,corn field interior
2784,8/9/2017 5:30,50.709,93.364,1,corn field interior
2785,8/9/2017 6:00,50.533,93.288,1,corn field interior
2786,8/9/2017 6:30,50.533,93.849,1,corn field interior
2787,8/9/2017 7:00,50.709,94.358,1,corn field interior
2788,8/9/2017 7:30,52.772,95.45,1,corn field interior
2789,8/9/2017 8:00,55.819,95.439,1,corn field interior
2790,8/9/2017 8:30,59.401,94.621,1,corn field interior
2791,8/9/2017 9:00,63.819,89.166,1,corn field interior
2792,8/9/2017 9:30,67.627,84.871,1,corn field interior
2793,8/9/2017 10:00,72.264,74.924,1,corn field interior
2794,8/9/2017 10:30,76.289,66.384,1,corn field interior
2795,8/9/2017 11:00,79.261,61.203,1,corn field interior
2796,8/9/2017 11:30,82.665,57.513,1,corn field interior
2797,8/9/2017 12:00,86.617,49.59,1,corn field interior
2798,8/9/2017 12:30,87.21,44.108,1,corn field interior
2799,8/9/2017 13:00,85.442,40.857,1,corn field interior
2800,8/9/2017 13:30,94.563,33.078,1,corn field interior
2801,8/9/2017 14:00,93.47,32.268,1,corn field interior
2802,8/9/2017 14:30,93.897,32.839,1,corn field interior
2803,8/9/2017 15:00,92.667,34.525,1,corn field interior
2804,8/9/2017 15:30,88.718,37.435,1,corn field interior
2805,8/9/2017 16:00,87.163,39.427,1,corn field interior
2806,8/9/2017 16:30,87.163,37.148,1,corn field interior
2807,8/9/2017 17:00,87.163,36.205,1,corn field interior
2808,8/9/2017 17:30,84.9,37.66,1,corn field interior
2809,8/9/2017 18:00,83.959,39.175,1,corn field interior
2810,8/9/2017 18:30,82.218,41.489,1,corn field interior
2811,8/9/2017 19:00,81.288,43.369,1,corn field interior
2812,8/9/2017 19:30,79.216,46.809,1,corn field interior
2813,8/9/2017 20:00,76.158,53.595,1,corn field interior
2814,8/9/2017 20:30,73.515,62.097,1,corn field interior
2815,8/9/2017 21:00,69.901,71.205,1,corn field interior
2816,8/9/2017 21:30,67.158,79.684,1,corn field interior
2817,8/9/2017 22:00,64.76,83.848,1,corn field interior
2818,8/9/2017 22:30,63.005,85.923,1,corn field interior
2819,8/9/2017 23:00,61.633,87.799,1,corn field interior
2820,8/9/2017 23:30,60.174,88.142,1,corn field interior
2821,8/10/2017 0:00,59.099,88.984,1,corn field interior
2822,8/10/2017 0:30,57.979,89.76,1,corn field interior
2823,8/10/2017 1:00,57.16,89.728,1,corn field interior
2824,8/10/2017 1:30,56.556,90.303,1,corn field interior
2825,8/10/2017 2:00,55.733,90.766,1,corn field interior
2826,8/10/2017 2:30,55.299,91.333,1,corn field interior
2827,8/10/2017 3:00,54.952,91.336,1,corn field interior
2828,8/10/2017 3:30,54.561,91.906,1,corn field interior
2829,8/10/2017 4:00,54.037,91.806,1,corn field interior
2830,8/10/2017 4:30,53.645,92.217,1,corn field interior
2831,8/10/2017 5:00,53.951,93.525,1,corn field interior
2832,8/10/2017 5:30,54.777,93.334,1,corn field interior
2833,8/10/2017 6:00,53.733,92.772,1,corn field interior
2834,8/10/2017 6:30,54.169,93.813,1,corn field interior
2835,8/10/2017 7:00,53.515,92.947,1,corn field interior
2836,8/10/2017 7:30,54.343,94.121,1,corn field interior
2837,8/10/2017 8:00,57.722,94.663,1,corn field interior
2838,8/10/2017 8:30,61.59,92.477,1,corn field interior
