number,date_time,temp,RH,site,treatment
2437,8/9/2017 0:00,58.239,92.477,LUX,corn field interior
2438,8/9/2017 0:30,58.109,93.605,LUX,corn field interior
2439,8/9/2017 1:00,57.031,93.139,LUX,corn field interior
2440,8/9/2017 1:30,56.815,93.937,LUX,corn field interior
2441,8/9/2017 2:00,56.512,94.255,LUX,corn field interior
2442,8/9/2017 2:30,55.863,94.393,LUX,corn field interior
2443,8/9/2017 3:00,56.122,95.176,LUX,corn field interior
2444,8/9/2017 3:30,56.165,95.182,LUX,corn field interior
2445,8/9/2017 4:00,56.599,96.015,LUX,corn field interior
2446,8/9/2017 4:30,56.512,95.541,LUX,corn field interior
2447,8/9/2017 5:00,56.34,95.618,LUX,corn field interior
2448,8/9/2017 5:30,56.251,95.657,LUX,corn field interior
2449,8/9/2017 6:00,56.035,95.522,LUX,corn field interior
2450,8/9/2017 6:30,55.733,95.554,LUX,corn field interior
2451,8/9/2017 7:00,55.472,95.618,LUX,corn field interior
2452,8/9/2017 7:30,56.685,96.488,LUX,corn field interior
2453,8/9/2017 8:00,59.272,96.898,LUX,corn field interior
2454,8/9/2017 8:30,63.219,96.449,LUX,corn field interior
2455,8/9/2017 9:00,67.456,92.261,LUX,corn field interior
2456,8/9/2017 9:30,70.887,83.557,LUX,corn field interior
2457,8/9/2017 10:00,74.986,72.826,LUX,corn field interior
2458,8/9/2017 10:30,78.076,61.406,LUX,corn field interior
2459,8/9/2017 11:00,81.244,57.583,LUX,corn field interior
2460,8/9/2017 11:30,83.914,50.781,LUX,corn field interior
2461,8/9/2017 12:00,83.467,48.654,LUX,corn field interior
2462,8/9/2017 12:30,88.443,42.698,LUX,corn field interior
2463,8/9/2017 13:00,90.936,37.422,LUX,corn field interior
2464,8/9/2017 13:30,91.87,34.382,LUX,corn field interior
2465,8/9/2017 14:00,94.658,29.906,LUX,corn field interior
2466,8/9/2017 14:30,89.224,37.631,LUX,corn field interior
2467,8/9/2017 15:00,89.731,35.767,LUX,corn field interior
2468,8/9/2017 15:30,92.104,34.564,LUX,corn field interior
2469,8/9/2017 16:00,91.683,34.27,LUX,corn field interior
2470,8/9/2017 16:30,89.04,37.385,LUX,corn field interior
2471,8/9/2017 17:00,88.488,35.837,LUX,corn field interior
2472,8/9/2017 17:30,82.708,43.394,LUX,corn field interior
2473,8/9/2017 18:00,79.655,48.032,LUX,corn field interior
2474,8/9/2017 18:30,78.602,50.551,LUX,corn field interior
2475,8/9/2017 19:00,77.16,54.428,LUX,corn field interior
2476,8/9/2017 19:30,75.985,59.128,LUX,corn field interior
2477,8/9/2017 20:00,75.551,61.824,LUX,corn field interior
2478,8/9/2017 20:30,73.904,63.923,LUX,corn field interior
2479,8/9/2017 21:00,68.443,76.598,LUX,corn field interior
2480,8/9/2017 21:30,65.273,82.862,LUX,corn field interior
2481,8/9/2017 22:00,63.903,87.181,LUX,corn field interior
2482,8/9/2017 22:30,62.748,88.861,LUX,corn field interior
2483,8/9/2017 23:00,61.761,90.517,LUX,corn field interior
2484,8/9/2017 23:30,61.205,91.473,LUX,corn field interior
2485,8/10/2017 0:00,60.39,91.993,LUX,corn field interior
2486,8/10/2017 0:30,60.003,92.543,LUX,corn field interior
2487,8/10/2017 1:00,59.401,93.033,LUX,corn field interior
2488,8/10/2017 1:30,59.014,93.682,LUX,corn field interior
2489,8/10/2017 2:00,58.626,94.094,LUX,corn field interior
2490,8/10/2017 2:30,58.712,94.522,LUX,corn field interior
2491,8/10/2017 3:00,58.582,94.71,LUX,corn field interior
2492,8/10/2017 3:30,58.455,95.053,LUX,corn field interior
2493,8/10/2017 4:00,58.455,95.105,LUX,corn field interior
2494,8/10/2017 4:30,58.541,95.246,LUX,corn field interior
2495,8/10/2017 5:00,58.325,95.241,LUX,corn field interior
2496,8/10/2017 5:30,57.506,96.046,LUX,corn field interior
2497,8/10/2017 6:00,56.772,95.322,LUX,corn field interior
2498,8/10/2017 6:30,57.376,95.873,LUX,corn field interior
2499,8/10/2017 7:00,57.765,96.29,LUX,corn field interior
2500,8/10/2017 7:30,59.616,96.306,LUX,corn field interior
2501,8/10/2017 8:00,61.506,95.056,LUX,corn field interior
2502,8/10/2017 8:30,65.487,91.375,LUX,corn field interior
2503,8/10/2017 9:00,66.772,88.263,LUX,corn field interior
2504,8/10/2017 9:30,68.013,84.339,LUX,corn field interior
2505,8/10/2017 10:00,73.472,72.636,LUX,corn field interior
2506,8/10/2017 10:30,77.99,60.844,LUX,corn field interior
2507,8/10/2017 11:00,82.708,52.548,LUX,corn field interior
2508,8/10/2017 11:30,83.377,43.961,LUX,corn field interior
2509,8/10/2017 12:00,85.397,40.157,LUX,corn field interior
2510,8/10/2017 12:30,82.841,42.088,LUX,corn field interior
2511,8/10/2017 13:00,87.483,37.501,LUX,corn field interior
2512,8/10/2017 13:30,84.004,38.545,LUX,corn field interior
2513,8/10/2017 14:00,89.823,31.82,LUX,corn field interior
2514,8/10/2017 14:30,91.029,32.254,LUX,corn field interior
2515,8/10/2017 15:00,91.029,29.399,LUX,corn field interior
2516,8/10/2017 15:30,91.963,28.02,LUX,corn field interior
2517,8/10/2017 16:00,91.355,30.62,LUX,corn field interior
2518,8/10/2017 16:30,88.443,33.221,LUX,corn field interior
2519,8/10/2017 17:00,89.362,31.661,LUX,corn field interior
2520,8/10/2017 17:30,84.632,36.674,LUX,corn field interior
2521,8/10/2017 18:00,81.421,40.815,LUX,corn field interior
2522,8/10/2017 18:30,78.559,46.215,LUX,corn field interior
2523,8/10/2017 19:00,76.332,48.727,LUX,corn field interior
2524,8/10/2017 19:30,75.16,52.794,LUX,corn field interior
2525,8/10/2017 20:00,74.25,57.496,LUX,corn field interior
2526,8/10/2017 20:30,71.748,62.513,LUX,corn field interior
2527,8/10/2017 21:00,69.942,66.754,LUX,corn field interior
2528,8/10/2017 21:30,67.627,73.404,LUX,corn field interior
2529,8/10/2017 22:00,67.413,75.424,LUX,corn field interior
2530,8/10/2017 22:30,68.313,74.777,LUX,corn field interior
2531,8/10/2017 23:00,69.343,71.321,LUX,corn field interior
2532,8/10/2017 23:30,68.698,72.796,LUX,corn field interior
2533,8/11/2017 0:00,67.842,75.615,LUX,corn field interior
2534,8/11/2017 0:30,67.928,76.626,LUX,corn field interior
2535,8/11/2017 1:00,69.129,75.385,LUX,corn field interior
2536,8/11/2017 1:30,64.074,95.819,LUX,corn field interior
2537,8/11/2017 2:00,64.632,97.668,LUX,corn field interior
2538,8/11/2017 2:30,64.247,98.024,LUX,corn field interior
2539,8/11/2017 3:00,64.074,98.669,LUX,corn field interior
2540,8/11/2017 3:30,63.99,98.939,LUX,corn field interior
2541,8/11/2017 4:00,63.09,99.136,LUX,corn field interior
2542,8/11/2017 4:30,63.005,99.277,LUX,corn field interior
2543,8/11/2017 5:00,62.319,99.377,LUX,corn field interior
2544,8/11/2017 5:30,61.891,99.669,LUX,corn field interior
2545,8/11/2017 6:00,61.59,99.801,LUX,corn field interior
2546,8/11/2017 6:30,62.834,99.991,LUX,corn field interior
2547,8/11/2017 7:00,63.09,100,LUX,corn field interior
2548,8/11/2017 7:30,63.689,100,LUX,corn field interior
2549,8/11/2017 8:00,64.546,100,LUX,corn field interior
2550,8/11/2017 8:30,65.829,100,LUX,corn field interior
2551,8/11/2017 9:00,66.6,100,LUX,corn field interior
2552,8/11/2017 9:30,67.885,99.965,LUX,corn field interior
2553,8/11/2017 10:00,70.115,99.889,LUX,corn field interior
2554,8/11/2017 10:30,71.964,98.495,LUX,corn field interior
2555,8/11/2017 11:00,74.163,97.261,LUX,corn field interior
2556,8/11/2017 11:30,77.378,95.288,LUX,corn field interior
2557,8/11/2017 12:00,81.421,88.807,LUX,corn field interior
2558,8/11/2017 12:30,78.339,90.677,LUX,corn field interior
2559,8/11/2017 13:00,84.407,71.196,LUX,corn field interior
2560,8/11/2017 13:30,82.708,61.633,LUX,corn field interior
2561,8/11/2017 14:00,86.256,56.958,LUX,corn field interior
2562,8/11/2017 14:30,81.421,63.368,LUX,corn field interior
2563,8/11/2017 15:00,83.736,62.591,LUX,corn field interior
2564,8/11/2017 15:30,83.064,58.174,LUX,corn field interior
2565,8/11/2017 16:00,80.184,67.245,LUX,corn field interior
2566,8/11/2017 16:30,79.524,61.227,LUX,corn field interior
2567,8/11/2017 17:00,76.986,67.535,LUX,corn field interior
2568,8/11/2017 17:30,75.204,76.468,LUX,corn field interior
2569,8/11/2017 18:00,75.376,73.308,LUX,corn field interior
2570,8/11/2017 18:30,73.947,74.615,LUX,corn field interior
2571,8/11/2017 19:00,73.17,77.019,LUX,corn field interior
2572,8/11/2017 19:30,70.759,75.855,LUX,corn field interior
2573,8/11/2017 20:00,68.657,79.381,LUX,corn field interior
2574,8/11/2017 20:30,66.857,84.497,LUX,corn field interior
2575,8/11/2017 21:00,65.23,84.732,LUX,corn field interior
2576,8/11/2017 21:30,64.503,86.661,LUX,corn field interior
2577,8/11/2017 22:00,63.518,90.197,LUX,corn field interior
2578,8/11/2017 22:30,63.048,92.629,LUX,corn field interior
2579,8/11/2017 23:00,62.704,94.525,LUX,corn field interior
2580,8/11/2017 23:30,62.105,94.177,LUX,corn field interior
2581,8/12/2017 0:00,61.848,95.651,LUX,corn field interior
2582,8/12/2017 0:30,61.547,95.97,LUX,corn field interior
2583,8/12/2017 1:00,61.075,96.263,LUX,corn field interior
2584,8/12/2017 1:30,60.604,96.503,LUX,corn field interior
2585,8/12/2017 2:00,60.433,97.096,LUX,corn field interior
2586,8/12/2017 2:30,61.205,97.827,LUX,corn field interior
2587,8/12/2017 3:00,60.948,97.635,LUX,corn field interior
2588,8/12/2017 3:30,60.69,97.647,LUX,corn field interior
2589,8/12/2017 4:00,60.433,98.07,LUX,corn field interior
2590,8/12/2017 4:30,60.733,98.319,LUX,corn field interior
2591,8/12/2017 5:00,61.032,98.365,LUX,corn field interior
2592,8/12/2017 5:30,61.248,98.192,LUX,corn field interior
2593,8/12/2017 6:00,61.075,98.064,LUX,corn field interior
2594,8/12/2017 6:30,61.032,98.109,LUX,corn field interior
2595,8/12/2017 7:00,61.333,98.256,LUX,corn field interior
2596,8/12/2017 7:30,60.733,98.115,LUX,corn field interior
2597,8/12/2017 8:00,61.547,97.724,LUX,corn field interior
2598,8/12/2017 8:30,63.176,97.038,LUX,corn field interior
2599,8/12/2017 9:00,64.632,93.855,LUX,corn field interior
2600,8/12/2017 9:30,66.814,88.106,LUX,corn field interior
2601,8/12/2017 10:00,69.643,82.145,LUX,corn field interior
2602,8/12/2017 10:30,68.356,81.681,LUX,corn field interior
2603,8/12/2017 11:00,73.083,72.946,LUX,corn field interior
2604,8/12/2017 11:30,75.681,70.479,LUX,corn field interior
2605,8/12/2017 12:00,74.424,72.414,LUX,corn field interior
2606,8/12/2017 12:30,76.986,64.94,LUX,corn field interior
2607,8/12/2017 13:00,71.877,73.691,LUX,corn field interior
2608,8/12/2017 13:30,75.551,67.933,LUX,corn field interior
2609,8/12/2017 14:00,78.251,59.57,LUX,corn field interior
2610,8/12/2017 14:30,80.802,61.124,LUX,corn field interior
2611,8/12/2017 15:00,78.514,57.73,LUX,corn field interior
2612,8/12/2017 15:30,77.945,60.193,LUX,corn field interior
2613,8/12/2017 16:00,75.637,61.923,LUX,corn field interior
2614,8/12/2017 16:30,78.471,61.441,LUX,corn field interior
2615,8/12/2017 17:00,79.173,59.309,LUX,corn field interior
2616,8/12/2017 17:30,78.165,61.967,LUX,corn field interior
2617,8/12/2017 18:00,75.463,66.816,LUX,corn field interior
2618,8/12/2017 18:30,74.856,69.534,LUX,corn field interior
2619,8/12/2017 19:00,72.653,70.934,LUX,corn field interior
2620,8/12/2017 19:30,71.274,73.655,LUX,corn field interior
2621,8/12/2017 20:00,69.471,76.829,LUX,corn field interior
2622,8/12/2017 20:30,68.227,79.867,LUX,corn field interior
2623,8/12/2017 21:00,66.043,83.567,LUX,corn field interior
2624,8/12/2017 21:30,64.632,87.926,LUX,corn field interior
2625,8/12/2017 22:00,63.561,89.668,LUX,corn field interior
2626,8/12/2017 22:30,62.406,91.958,LUX,corn field interior
2627,8/12/2017 23:00,61.462,93.09,LUX,corn field interior
2628,8/12/2017 23:30,60.904,94.005,LUX,corn field interior
2629,8/13/2017 0:00,59.916,94.462,LUX,corn field interior
2630,8/13/2017 0:30,59.486,94.53,LUX,corn field interior
2631,8/13/2017 1:00,58.885,95.426,LUX,corn field interior
2632,8/13/2017 1:30,57.592,95.185,LUX,corn field interior
2633,8/13/2017 2:00,57.204,95.745,LUX,corn field interior
2634,8/13/2017 2:30,57.117,96.347,LUX,corn field interior
2635,8/13/2017 3:00,57.247,96.929,LUX,corn field interior
2636,8/13/2017 3:30,57.16,96.405,LUX,corn field interior
2637,8/13/2017 4:00,56.295,96.787,LUX,corn field interior
2638,8/13/2017 4:30,56.208,97.536,LUX,corn field interior
2639,8/13/2017 5:00,55.819,97.224,LUX,corn field interior
2640,8/13/2017 5:30,56.208,97.409,LUX,corn field interior
2641,8/13/2017 6:00,55.168,96.873,LUX,corn field interior
2642,8/13/2017 6:30,55.168,97.582,LUX,corn field interior
2643,8/13/2017 7:00,55.168,97.886,LUX,corn field interior
2644,8/13/2017 7:30,57.16,98.238,LUX,corn field interior
2645,8/13/2017 8:00,59.185,97.039,LUX,corn field interior
2646,8/13/2017 8:30,61.162,94.668,LUX,corn field interior
2647,8/13/2017 9:00,62.49,92.287,LUX,corn field interior
2648,8/13/2017 9:30,65.916,83.385,LUX,corn field interior
2649,8/13/2017 10:00,69.643,74.115,LUX,corn field interior
2650,8/13/2017 10:30,72.437,68.428,LUX,corn field interior
2651,8/13/2017 11:00,75.853,64.318,LUX,corn field interior
2652,8/13/2017 11:30,76.071,63.244,LUX,corn field interior
2653,8/13/2017 12:00,76.854,63.255,LUX,corn field interior
2654,8/13/2017 12:30,80.58,56.148,LUX,corn field interior
2655,8/13/2017 13:00,81.775,55.899,LUX,corn field interior
2656,8/13/2017 13:30,80.139,57.71,LUX,corn field interior
2657,8/13/2017 14:00,82.218,53.815,LUX,corn field interior
2658,8/13/2017 14:30,84.407,49.561,LUX,corn field interior
2659,8/13/2017 15:00,81.333,56.335,LUX,corn field interior
2660,8/13/2017 15:30,80.537,54.222,LUX,corn field interior
2661,8/13/2017 16:00,80.096,55.858,LUX,corn field interior
2662,8/13/2017 16:30,80.096,51.108,LUX,corn field interior
2663,8/13/2017 17:00,78.822,57.756,LUX,corn field interior
2664,8/13/2017 17:30,79.524,60.671,LUX,corn field interior
2665,8/13/2017 18:00,79.261,59.875,LUX,corn field interior
2666,8/13/2017 18:30,78.076,63.123,LUX,corn field interior
2667,8/13/2017 19:00,75.985,65.842,LUX,corn field interior
2668,8/13/2017 19:30,73.256,70.614,LUX,corn field interior
2669,8/13/2017 20:00,71.146,78.336,LUX,corn field interior
2670,8/13/2017 20:30,67.757,86.592,LUX,corn field interior
2671,8/13/2017 21:00,65.53,90.685,LUX,corn field interior
2672,8/13/2017 21:30,64.247,92.002,LUX,corn field interior
2673,8/13/2017 22:00,63.433,93.448,LUX,corn field interior
2674,8/13/2017 22:30,62.791,94.328,LUX,corn field interior
2675,8/13/2017 23:00,63.518,95.426,LUX,corn field interior
2676,8/13/2017 23:30,63.775,95.776,LUX,corn field interior
2677,8/14/2017 0:00,63.732,96.03,LUX,corn field interior
2678,8/14/2017 0:30,63.862,96.361,LUX,corn field interior
2679,8/14/2017 1:00,63.819,96.459,LUX,corn field interior
2680,8/14/2017 1:30,63.946,97.049,LUX,corn field interior
2681,8/14/2017 2:00,63.604,96.842,LUX,corn field interior
2682,8/14/2017 2:30,63.732,97.224,LUX,corn field interior
2683,8/14/2017 3:00,63.475,97.6,LUX,corn field interior
2684,8/14/2017 3:30,63.005,97.116,LUX,corn field interior
2685,8/14/2017 4:00,62.875,96.994,LUX,corn field interior
2686,8/14/2017 4:30,62.661,96.859,LUX,corn field interior
2687,8/14/2017 5:00,62.362,96.401,LUX,corn field interior
2688,8/14/2017 5:30,62.447,96.931,LUX,corn field interior
2689,8/14/2017 6:00,62.191,97.048,LUX,corn field interior
2690,8/14/2017 6:30,62.148,97.248,LUX,corn field interior
2691,8/14/2017 7:00,61.376,97.596,LUX,corn field interior
2692,8/14/2017 7:30,62.661,97.427,LUX,corn field interior
2693,8/14/2017 8:00,63.39,95.772,LUX,corn field interior
2694,8/14/2017 8:30,64.888,93.839,LUX,corn field interior
2695,8/14/2017 9:00,67.158,90.746,LUX,corn field interior
2696,8/14/2017 9:30,69.256,87.91,LUX,corn field interior
2697,8/14/2017 10:00,73.774,79.212,LUX,corn field interior
2698,8/14/2017 10:30,74.511,77.92,LUX,corn field interior
2699,8/14/2017 11:00,78.953,69.83,LUX,corn field interior
2700,8/14/2017 11:30,82.218,60.287,LUX,corn field interior
2701,8/14/2017 12:00,81.111,60.376,LUX,corn field interior
2702,8/14/2017 12:30,85.487,54.293,LUX,corn field interior
2703,8/14/2017 13:00,80.096,58.517,LUX,corn field interior
2704,8/14/2017 13:30,80.802,58.795,LUX,corn field interior
2705,8/14/2017 14:00,83.154,53.983,LUX,corn field interior
2706,8/14/2017 14:30,81.023,53.437,LUX,corn field interior
2707,8/14/2017 15:00,84.767,53.663,LUX,corn field interior
2708,8/14/2017 15:30,86.074,49.713,LUX,corn field interior
