number,date_time,temp,RH,site,treatment
2437,8/9/2017 0:00,58.239,94.427,LUX,low shade corn
2438,8/9/2017 0:30,57.636,94.702,LUX,low shade corn
2439,8/9/2017 1:00,56.685,95.489,LUX,low shade corn
2440,8/9/2017 1:30,56.728,95.932,LUX,low shade corn
2441,8/9/2017 2:00,56.122,95.535,LUX,low shade corn
2442,8/9/2017 2:30,55.386,96.014,LUX,low shade corn
2443,8/9/2017 3:00,55.992,96.64,LUX,low shade corn
2444,8/9/2017 3:30,55.69,96.671,LUX,low shade corn
2445,8/9/2017 4:00,56.122,97.219,LUX,low shade corn
2446,8/9/2017 4:30,56.642,96.685,LUX,low shade corn
2447,8/9/2017 5:00,56.728,95.727,LUX,low shade corn
2448,8/9/2017 5:30,56.556,96.392,LUX,low shade corn
2449,8/9/2017 6:00,56.208,94.983,LUX,low shade corn
2450,8/9/2017 6:30,56.383,94.494,LUX,low shade corn
2451,8/9/2017 7:00,55.647,96.69,LUX,low shade corn
2452,8/9/2017 7:30,57.247,96.852,LUX,low shade corn
2453,8/9/2017 8:00,60.003,94.76,LUX,low shade corn
2454,8/9/2017 8:30,65.574,92.612,LUX,low shade corn
2455,8/9/2017 9:00,72.48,81.391,LUX,low shade corn
2456,8/9/2017 9:30,75.247,72.443,LUX,low shade corn
2457,8/9/2017 10:00,78.822,63.069,LUX,low shade corn
2458,8/9/2017 10:30,81.421,55.082,LUX,low shade corn
2459,8/9/2017 11:00,84.272,50.067,LUX,low shade corn
2460,8/9/2017 11:30,86.709,45.915,LUX,low shade corn
2461,8/9/2017 12:00,84.317,45.234,LUX,low shade corn
2462,8/9/2017 12:30,89.177,37.696,LUX,low shade corn
2463,8/9/2017 13:00,91.87,33.322,LUX,low shade corn
2464,8/9/2017 13:30,89.776,35.532,LUX,low shade corn
2465,8/9/2017 14:00,92.386,32.525,LUX,low shade corn
2466,8/9/2017 14:30,88.396,35.527,LUX,low shade corn
2467,8/9/2017 15:00,88.214,36.126,LUX,low shade corn
2468,8/9/2017 15:30,91.542,34.535,LUX,low shade corn
2469,8/9/2017 16:00,91.402,34.528,LUX,low shade corn
2470,8/9/2017 16:30,90.286,36.71,LUX,low shade corn
2471,8/9/2017 17:00,90.009,35.917,LUX,low shade corn
2472,8/9/2017 17:30,83.109,41.643,LUX,low shade corn
2473,8/9/2017 18:00,80.227,46.068,LUX,low shade corn
2474,8/9/2017 18:30,79.612,49.73,LUX,low shade corn
2475,8/9/2017 19:00,77.727,52.834,LUX,low shade corn
2476,8/9/2017 19:30,76.507,57.624,LUX,low shade corn
2477,8/9/2017 20:00,82.218,51.266,LUX,low shade corn
2478,8/9/2017 20:30,76.289,57.606,LUX,low shade corn
2479,8/9/2017 21:00,68.056,74.634,LUX,low shade corn
2480,8/9/2017 21:30,64.632,83.721,LUX,low shade corn
2481,8/9/2017 22:00,62.962,88.406,LUX,low shade corn
2482,8/9/2017 22:30,61.891,90.268,LUX,low shade corn
2483,8/9/2017 23:00,61.119,92.411,LUX,low shade corn
2484,8/9/2017 23:30,60.517,93.741,LUX,low shade corn
2485,8/10/2017 0:00,59.916,94.488,LUX,low shade corn
2486,8/10/2017 0:30,59.401,94.518,LUX,low shade corn
2487,8/10/2017 1:00,58.798,94.741,LUX,low shade corn
2488,8/10/2017 1:30,58.541,95.71,LUX,low shade corn
2489,8/10/2017 2:00,58.023,95.917,LUX,low shade corn
2490,8/10/2017 2:30,58.023,95.969,LUX,low shade corn
