number,date_time,temp,RH,site,block,treatment,,
985,7/9/2017 20:00,69.942,58.73,CBE,3,corn,,
986,7/9/2017 20:30,69.942,59.585,CBE,3,corn,,
987,7/9/2017 21:00,70.072,60.51,CBE,3,corn,,
988,7/9/2017 21:30,70.029,60.841,CBE,3,corn,,
989,7/9/2017 22:00,69.942,60.103,CBE,3,corn,,
990,7/9/2017 22:30,69.942,58.577,CBE,3,corn,,
991,7/9/2017 23:00,69.728,57.516,CBE,3,corn,,
992,7/9/2017 23:30,69.771,58.532,CBE,3,corn,,
993,7/10/2017 0:00,69.771,58.776,CBE,3,corn,,
994,7/10/2017 0:30,69.771,58.96,CBE,3,corn,,
995,7/10/2017 1:00,69.771,59.204,CBE,3,corn,,
996,7/10/2017 1:30,69.643,59.498,CBE,3,corn,,
997,7/10/2017 2:00,69.685,59.654,CBE,3,corn,,
998,7/10/2017 2:30,69.557,60.039,CBE,3,corn,,
999,7/10/2017 3:00,69.557,60.343,CBE,3,corn,,
1000,7/10/2017 3:30,69.514,60.582,CBE,3,corn,,
1001,7/10/2017 4:00,69.427,60.878,CBE,3,corn,,
1002,7/10/2017 4:30,69.514,61.189,CBE,3,corn,,
1003,7/10/2017 5:00,69.427,61.787,CBE,3,corn,,
1004,7/10/2017 5:30,69.514,62.308,CBE,3,corn,,
1005,7/10/2017 6:00,69.514,62.912,CBE,3,corn,,
1006,7/10/2017 6:30,69.6,64.812,CBE,3,corn,,
1007,7/10/2017 7:00,69.814,66.176,CBE,3,corn,,
1008,7/10/2017 7:30,69.901,68.026,CBE,3,corn,,
1009,7/10/2017 8:00,70.029,66.614,CBE,3,corn,,
1010,7/10/2017 8:30,70.286,67.056,CBE,3,corn,,
1011,7/10/2017 9:00,70.759,66.745,CBE,3,corn,,
1012,7/10/2017 9:30,71.274,65.78,CBE,3,corn,,
1013,7/10/2017 10:00,71.361,64.739,CBE,3,corn,,
1014,7/10/2017 10:30,71.661,64.918,CBE,3,corn,,
1015,7/10/2017 11:00,71.748,64.746,CBE,3,corn,,
1016,7/10/2017 11:30,71.877,64.186,CBE,3,corn,,
1017,7/10/2017 12:00,71.92,64.22,CBE,3,corn,,
1018,7/10/2017 12:30,72.007,64.319,CBE,3,corn,,
1019,7/10/2017 13:00,72.093,64.809,CBE,3,corn,,
1020,7/10/2017 13:30,72.007,64.138,CBE,3,corn,,
1021,7/10/2017 14:00,72.178,63.913,CBE,3,corn,,
1022,7/10/2017 14:30,72.437,64.751,CBE,3,corn,,
1023,7/10/2017 14:52,,,,Logged,,,
1024,7/10/2017 14:52,,,,,Logged,,
1025,7/10/2017 14:55,,,Logged,,,,
1026,7/10/2017 15:00,74.034,63.875,,,,,
1027,7/10/2017 15:30,73.602,64.348,,,,,
1028,7/10/2017 16:00,72.912,64.946,,,,,
1029,7/10/2017 16:30,72.567,65.695,,,,,
1030,7/10/2017 17:00,72.351,66.841,,,,,
1031,7/10/2017 17:30,72.221,66.5,,,,,
1032,7/10/2017 18:00,72.178,66.735,,,,,
1033,7/10/2017 18:30,72.178,67.361,,,,,
1034,7/10/2017 19:00,72.136,68.19,,,,,
1035,7/10/2017 19:30,72.093,68.275,,,,,
1036,7/10/2017 20:00,72.007,69.008,,,,,
1037,7/10/2017 20:30,71.964,69.506,,,,,
1038,7/10/2017 21:00,71.92,69.679,,,,,
1039,7/10/2017 21:30,71.877,69.822,,,,,
1040,7/10/2017 22:00,71.791,70.403,,,,,
1041,7/10/2017 22:30,71.748,71.163,,,,,
1042,7/10/2017 23:00,71.748,71.897,,,,,
1043,7/10/2017 23:30,71.704,72.156,,,,,
1044,7/11/2017 0:00,71.661,72.297,,,,,
1045,7/11/2017 0:30,71.661,72.414,,,,,
1046,7/11/2017 1:00,71.577,72.609,,,,,
1047,7/11/2017 1:30,71.533,72.692,,,,,
1048,7/11/2017 2:00,71.49,72.542,,,,,
1049,7/11/2017 2:30,71.404,72.649,,,,,
1050,7/11/2017 3:00,71.361,72.791,,,,,
1051,7/11/2017 3:30,71.317,72.728,,,,,
1052,7/11/2017 4:00,71.231,72.66,,,,,
1053,7/11/2017 4:30,71.19,72.656,,,,,
1054,7/11/2017 5:00,71.146,72.564,,,,,
1055,7/11/2017 5:30,71.103,72.296,,,,,
1056,7/11/2017 6:00,71.103,72.705,,,,,
1057,7/11/2017 6:30,71.06,72.904,,,,,
1058,7/11/2017 7:00,71.06,72.175,,,,,
1059,7/11/2017 7:30,71.274,76.287,,,,,
1060,7/11/2017 8:00,66.686,57.381,,,,,
1061,7/11/2017 8:30,68.614,77.217,,,,,
1062,7/11/2017 9:00,71.146,83.058,,,,,
1063,7/11/2017 9:30,74.25,84.086,,,,,
1064,7/11/2017 10:00,77.335,82.884,,,,,
1065,7/11/2017 10:30,80.096,80.467,,,,,
1066,7/11/2017 11:00,82.575,77.791,,,,,
1067,7/11/2017 11:30,84.99,69.717,,,,,
1068,7/11/2017 12:00,88.396,64.254,,,,,
1069,7/11/2017 12:30,90.982,56.483,,,,,
1070,7/11/2017 13:00,94.23,53.164,,,,,
1071,7/11/2017 13:30,93.517,50.312,,,,,
1072,7/11/2017 14:00,87.255,66.739,,,,,
1073,7/11/2017 14:30,88.579,64.891,,,,,
1074,7/11/2017 15:00,91.823,57.604,,,,,
1075,7/11/2017 15:30,91.402,59.412,,,,,
1076,7/11/2017 16:00,96.966,50.527,,,,,
1077,7/11/2017 16:30,88.81,62.799,,,,,
1078,7/11/2017 17:00,90.565,57.724,,,,,
1079,7/11/2017 17:30,88.351,64.25,,,,,
1080,7/11/2017 18:00,91.636,58.893,,,,,
1081,7/11/2017 18:30,88.81,60.389,,,,,
1082,7/11/2017 19:00,82.665,70.747,,,,,
1083,7/11/2017 19:30,82.708,71.381,,,,,
1084,7/11/2017 20:00,80.713,74.648,,,,,
1085,7/11/2017 20:30,78.559,77.571,,,,,
1086,7/11/2017 21:00,77.029,81.253,,,,,
1087,7/11/2017 21:30,75.724,83.423,,,,,
1088,7/11/2017 22:00,75.985,83.907,,,,,
1089,7/11/2017 22:30,75.333,85.678,,,,,
1090,7/11/2017 23:00,74.25,88.758,,,,,
1091,7/11/2017 23:30,73.645,90.95,,,,,
1092,7/12/2017 0:00,72.48,93.684,,,,,
1093,7/12/2017 0:30,72.178,95.247,,,,,
1094,7/12/2017 1:00,73.04,95.263,,,,,
1095,7/12/2017 1:30,73.126,95.435,,,,,
1096,7/12/2017 2:00,72.826,95.499,,,,,
1097,7/12/2017 2:30,72.739,95.033,,,,,
1098,7/12/2017 3:00,71.964,96.412,,,,,
1099,7/12/2017 3:30,72.869,92.715,,,,,
1100,7/12/2017 4:00,72.783,90.316,,,,,
1101,7/12/2017 4:30,69.685,97.844,,,,,
1102,7/12/2017 5:00,70.029,98.574,,,,,
1103,7/12/2017 5:30,69.685,98.758,,,,,
1104,7/12/2017 6:00,69.6,99.11,,,,,
1105,7/12/2017 6:30,69.985,99.402,,,,,
1106,7/12/2017 7:00,70.887,99.433,,,,,
1107,7/12/2017 7:30,70.416,99.284,,,,,
1108,7/12/2017 8:00,69.985,99.246,,,,,
1109,7/12/2017 8:30,71.834,98.843,,,,,
1110,7/12/2017 9:00,71.533,98.562,,,,,
1111,7/12/2017 9:30,71.704,98.666,,,,,
1112,7/12/2017 10:00,72.136,99.045,,,,,
1113,7/12/2017 10:30,72.567,99.318,,,,,
1114,7/12/2017 11:00,69.343,99.071,,,,,
1115,7/12/2017 11:30,68.742,99.94,,,,,
1116,7/12/2017 12:00,69.213,99.727,,,,,
1117,7/12/2017 12:30,68.657,100,,,,,
1118,7/12/2017 13:00,68.913,100,,,,,
1119,7/12/2017 13:30,69.685,100,,,,,
1120,7/12/2017 14:00,75.767,99.217,,,,,
1121,7/12/2017 14:30,78.382,97.099,,,,,
1122,7/12/2017 15:00,78.822,96.409,,,,,
1123,7/12/2017 15:30,81.244,91.895,,,,,
1124,7/12/2017 16:00,79.743,93.201,,,,,
1125,7/12/2017 16:30,79.963,92.793,,,,,
1126,7/12/2017 17:00,85.622,85.382,,,,,
1127,7/12/2017 17:30,83.109,78.99,,,,,
1128,7/12/2017 18:00,81.952,78.159,,,,,
1129,7/12/2017 18:30,80.802,80.088,,,,,
1130,7/12/2017 19:00,83.377,74.373,,,,,
1131,7/12/2017 19:30,79.612,80.583,,,,,
1132,7/12/2017 20:00,77.902,85.047,,,,,
1133,7/12/2017 20:30,75.898,87.812,,,,,
1134,7/12/2017 21:00,74.034,91.602,,,,,
1135,7/12/2017 21:30,73.04,94.192,,,,,
1136,7/12/2017 22:00,71.92,95.822,,,,,
1137,7/12/2017 22:30,72.178,96.575,,,,,
1138,7/12/2017 23:00,70.846,96.91,,,,,
1139,7/12/2017 23:30,70.846,98.067,,,,,
1140,7/13/2017 0:00,71.06,97.941,,,,,
1141,7/13/2017 0:30,71.577,98.437,,,,,
1142,7/13/2017 1:00,70.887,98.519,,,,,
1143,7/13/2017 1:30,70.716,98.729,,,,,
1144,7/13/2017 2:00,70.63,98.768,,,,,
1145,7/13/2017 2:30,70.974,99.028,,,,,
1146,7/13/2017 3:00,71.533,98.693,,,,,
1147,7/13/2017 3:30,72.394,99.345,,,,,
1148,7/13/2017 4:00,72.48,99.881,,,,,
1149,7/13/2017 4:30,72.437,100,,,,,
1150,7/13/2017 5:00,72.307,100,,,,,
1151,7/13/2017 5:30,71.834,100,,,,,
1152,7/13/2017 6:00,70.803,100,,,,,
1153,7/13/2017 6:30,70.759,100,,,,,
1154,7/13/2017 7:00,71.49,100,,,,,
1155,7/13/2017 7:30,72.093,100,,,,,
1156,7/13/2017 8:00,72.653,100,,,,,
1157,7/13/2017 8:30,72.826,100,,,,,
1158,7/13/2017 9:00,73.429,100,,,,,
1159,7/13/2017 9:30,74.163,100,,,,,
1160,7/13/2017 10:00,74.683,99.687,,,,,
1161,7/13/2017 10:30,74.856,99.345,,,,,
1162,7/13/2017 11:00,74.813,99.233,,,,,
1163,7/13/2017 11:30,79.128,97.582,,,,,
1164,7/13/2017 12:00,82.798,95.619,,,,,
1165,7/13/2017 12:30,81.775,94.056,,,,,
1166,7/13/2017 13:00,81.111,93.252,,,,,
1167,7/13/2017 13:30,80.802,92.166,,,,,
1168,7/13/2017 14:00,80.008,91.342,,,,,
1169,7/13/2017 14:30,79.48,84.565,,,,,
1170,7/13/2017 15:00,79.392,85.007,,,,,
1171,7/13/2017 15:30,81.509,81.412,,,,,
1172,7/13/2017 16:00,78.645,85.168,,,,,
1173,7/13/2017 16:30,79.743,82.377,,,,,
1174,7/13/2017 17:00,82.486,73.803,,,,,
1175,7/13/2017 17:30,84.317,70.283,,,,,
1176,7/13/2017 18:00,81.466,72.595,,,,,
1177,7/13/2017 18:30,81.687,73.599,,,,,
1178,7/13/2017 19:00,77.945,79.755,,,,,
1179,7/13/2017 19:30,78.427,79.206,,,,,
1180,7/13/2017 20:00,75.29,84.103,,,,,
1181,7/13/2017 20:30,73.645,87.326,,,,,
1182,7/13/2017 21:00,71.317,92.07,,,,,
1183,7/13/2017 21:30,70.459,93.829,,,,,
1184,7/13/2017 22:00,69.771,95.46,,,,,
1185,7/13/2017 22:30,69.6,96.571,,,,,
1186,7/13/2017 23:00,69.471,96.92,,,,,
1187,7/13/2017 23:30,68.785,97.658,,,,,
1188,7/14/2017 0:00,67.714,98.022,,,,,
1189,7/14/2017 0:30,67.5,98.406,,,,,
1190,7/14/2017 1:00,66.857,98.518,,,,,
1191,7/14/2017 1:30,66.729,98.783,,,,,
1192,7/14/2017 2:00,66.344,98.648,,,,,
1193,7/14/2017 2:30,65.701,98.913,,,,,
1194,7/14/2017 3:00,65.487,99.165,,,,,
1195,7/14/2017 3:30,65.745,99.229,,,,,
1196,7/14/2017 4:00,65.188,99.094,,,,,
1197,7/14/2017 4:30,64.332,98.964,,,,,
1198,7/14/2017 5:00,64.418,99.491,,,,,
1199,7/14/2017 5:30,64.204,99.305,,,,,
1200,7/14/2017 6:00,63.903,99.541,,,,,
1201,7/14/2017 6:30,63.604,99.496,,,,,
1202,7/14/2017 7:00,64.074,99.439,,,,,
1203,7/14/2017 7:30,64.888,99.203,,,,,
1204,7/14/2017 8:00,66.385,98.084,,,,,
1205,7/14/2017 8:30,66.943,96.917,,,,,
1206,7/14/2017 9:00,69.514,91.983,,,,,
1207,7/14/2017 9:30,72.307,87.098,,,,,
1208,7/14/2017 10:00,75.333,80.595,,,,,
1209,7/14/2017 10:30,75.985,80.186,,,,,
1210,7/14/2017 11:00,77.378,74.873,,,,,
1211,7/14/2017 11:30,79.392,67.741,,,,,
1212,7/14/2017 12:00,82.841,63.621,,,,,
1213,7/14/2017 12:30,86.074,56.69,,,,,
1214,7/14/2017 13:00,84.857,57.947,,,,,
1215,7/14/2017 13:30,82.396,59.68,,,,,
1216,7/14/2017 14:00,78.339,64.824,,,,,
1217,7/14/2017 14:30,86.437,52.286,,,,,
1218,7/14/2017 15:00,79.261,60.586,,,,,
1219,7/14/2017 15:30,86.346,51.379,,,,,
1220,7/14/2017 16:00,85.307,52.746,,,,,
1221,7/14/2017 16:30,83.287,51.473,,,,,
1222,7/14/2017 17:00,79.347,61.365,,,,,
1223,7/14/2017 17:30,76.158,65.134,,,,,
1224,7/14/2017 18:00,73.083,68.642,,,,,
1225,7/14/2017 18:30,76.636,64.118,,,,,
1226,7/14/2017 19:00,74.856,65.975,,,,,
1227,7/14/2017 19:30,72.567,70.454,,,,,
1228,7/14/2017 20:00,70.286,74.215,,,,,
1229,7/14/2017 20:30,67.885,79.205,,,,,
1230,7/14/2017 21:00,65.788,84.83,,,,,
1231,7/14/2017 21:30,64.375,88.702,,,,,
1232,7/14/2017 22:00,63.689,90.968,,,,,
1233,7/14/2017 22:30,63.048,92.312,,,,,
1234,7/14/2017 23:00,62.319,94.051,,,,,
1235,7/14/2017 23:30,61.891,95.294,,,,,
1236,7/15/2017 0:00,61.419,95.848,,,,,
1237,7/15/2017 0:30,61.119,96.631,,,,,
1238,7/15/2017 1:00,60.818,97.153,,,,,
1239,7/15/2017 1:30,60.561,96.806,,,,,
1240,7/15/2017 2:00,59.916,97.583,,,,,
1241,7/15/2017 2:30,59.315,97.083,,,,,
1242,7/15/2017 3:00,58.885,98.041,,,,,
1243,7/15/2017 3:30,58.928,97.818,,,,,
1244,7/15/2017 4:00,58.239,97.994,,,,,
1245,7/15/2017 4:30,57.722,98.221,,,,,
1246,7/15/2017 5:00,57.16,98.238,,,,,
1247,7/15/2017 5:30,56.469,98.057,,,,,
1248,7/15/2017 6:00,55.213,98.094,,,,,
1249,7/15/2017 6:30,54.691,98.77,,,,,
1250,7/15/2017 7:00,57.85,99.304,,,,,
1251,7/15/2017 7:30,59.401,98.45,,,,,
1252,7/15/2017 8:00,61.376,98.314,,,,,
1253,7/15/2017 8:30,64.375,97.733,,,,,
1254,7/15/2017 9:00,67.671,94.921,,,,,
1255,7/15/2017 9:30,69.6,93.922,,,,,
1256,7/15/2017 10:00,73.386,89.905,,,,,
1257,7/15/2017 10:30,77.639,72.252,,,,,
1258,7/15/2017 11:00,79.261,66.913,,,,,
1259,7/15/2017 11:30,82.396,60.706,,,,,
1260,7/15/2017 12:00,84.317,56.547,,,,,
1261,7/15/2017 12:30,83.691,55.674,,,,,
1262,7/15/2017 13:00,87.62,47.905,,,,,
1263,7/15/2017 13:30,86.437,51.128,,,,,
1264,7/15/2017 14:00,89.316,44.771,,,,,
1265,7/15/2017 14:30,89.454,45.736,,,,,
1266,7/15/2017 15:00,89.177,45.849,,,,,
1267,7/15/2017 15:30,87.483,46.557,,,,,
1268,7/15/2017 16:00,86.799,47.686,,,,,
1269,7/15/2017 16:30,85.849,51.985,,,,,
1270,7/15/2017 17:00,85.487,52.855,,,,,
1271,7/15/2017 17:30,83.779,53.491,,,,,
1272,7/15/2017 18:00,84.317,54.106,,,,,
1273,7/15/2017 18:30,80.096,62.878,,,,,
1274,7/15/2017 19:00,78.208,65.176,,,,,
1275,7/15/2017 19:30,74.338,70.37,,,,,
1276,7/15/2017 20:00,72.394,70.289,,,,,
1277,7/15/2017 20:30,72.351,69.93,,,,,
1278,7/15/2017 21:00,67.543,83.587,,,,,
1279,7/15/2017 21:30,64.033,91.654,,,,,
1280,7/15/2017 22:00,62.875,93.92,,,,,
1281,7/15/2017 22:30,62.319,94.809,,,,,
1282,7/15/2017 23:00,62.661,95.822,,,,,
1283,7/15/2017 23:30,62.233,96.278,,,,,
1284,7/16/2017 0:00,61.419,96.262,,,,,
1285,7/16/2017 0:30,62.406,97.286,,,,,
1286,7/16/2017 1:00,63.689,96.544,,,,,
1287,7/16/2017 1:30,64.459,94.436,,,,,
1288,7/16/2017 2:00,64.288,95.328,,,,,
1289,7/16/2017 2:30,63.176,96.053,,,,,
1290,7/16/2017 3:00,62.447,97.086,,,,,
1291,7/16/2017 3:30,64.033,97.009,,,,,
1292,7/16/2017 4:00,63.518,97.787,,,,,
1293,7/16/2017 4:30,64.033,97.217,,,,,
1294,7/16/2017 5:00,63.862,97.295,,,,,
1295,7/16/2017 5:30,63.09,97.8,,,,,
1296,7/16/2017 6:00,63.775,98.006,,,,,
1297,7/16/2017 6:30,64.459,97.384,,,,,
1298,7/16/2017 7:00,65.316,96.783,,,,,
1299,7/16/2017 7:30,66.515,95.072,,,,,
1300,7/16/2017 8:00,68.828,92.746,,,,,
1301,7/16/2017 8:30,71.404,88.274,,,,,
1302,7/16/2017 9:00,71.92,86.357,,,,,
1303,7/16/2017 9:30,72.48,85.763,,,,,
1304,7/16/2017 10:00,73.299,84.556,,,,,
1305,7/16/2017 10:30,77.509,77.51,,,,,
1306,7/16/2017 11:00,72.178,86.998,,,,,
1307,7/16/2017 11:30,74.12,84.519,,,,,
1308,7/16/2017 12:00,79.655,74.769,,,,,
1309,7/16/2017 12:30,80.492,69.055,,,,,
1310,7/16/2017 13:00,87.757,54.246,,,,,
1311,7/16/2017 13:30,89.546,48.822,,,,,
1312,7/16/2017 14:00,88.579,49.828,,,,,
1313,7/16/2017 14:30,84.452,55.672,,,,,
1314,7/16/2017 15:00,86.437,50.934,,,,,
1315,7/16/2017 15:30,88.351,49.194,,,,,
1316,7/16/2017 16:00,88.351,47.531,,,,,
1317,7/16/2017 16:30,86.844,45.367,,,,,
1318,7/16/2017 17:00,81.997,52.08,,,,,
1319,7/16/2017 17:30,86.074,49.163,,,,,
1320,7/16/2017 18:00,84.767,51.744,,,,,
1321,7/16/2017 18:30,83.064,50.912,,,,,
1322,7/16/2017 19:00,78.953,59.724,,,,,
1323,7/16/2017 19:30,75.42,68.04,,,,,
1324,7/16/2017 20:00,77.378,66.58,,,,,
1325,7/16/2017 20:30,73.17,72.369,,,,,
1326,7/16/2017 21:00,69.814,80.111,,,,,
1327,7/16/2017 21:30,67.798,82.953,,,,,
1328,7/16/2017 22:00,65.788,86.801,,,,,
1329,7/16/2017 22:30,64.204,90.023,,,,,
1330,7/16/2017 23:00,62.62,91.988,,,,,
1331,7/16/2017 23:30,62.362,94.004,,,,,
1332,7/17/2017 0:00,60.818,94.748,,,,,
1333,7/17/2017 0:30,60.046,94.715,,,,,
1334,7/17/2017 1:00,59.486,95.359,,,,,
1335,7/17/2017 1:30,58.282,96.366,,,,,
1336,7/17/2017 2:00,58.411,97.46,,,,,
1337,7/17/2017 2:30,58.498,97.779,,,,,
1338,7/17/2017 3:00,59.83,98.438,,,,,
1339,7/17/2017 3:30,60.003,98.362,,,,,
1340,7/17/2017 4:00,59.401,98.119,,,,,
1341,7/17/2017 4:30,58.798,98.486,,,,,
1342,7/17/2017 5:00,59.229,98.805,,,,,
1343,7/17/2017 5:30,58.971,98.664,,,,,
1344,7/17/2017 6:00,58.411,98.985,,,,,
1345,7/17/2017 6:30,58.455,99.472,,,,,
1346,7/17/2017 7:00,59.572,99.162,,,,,
1347,7/17/2017 7:30,60.69,98.441,,,,,
1348,7/17/2017 8:00,62.105,97.602,,,,,
1349,7/17/2017 8:30,62.791,95.919,,,,,
1350,7/17/2017 9:00,66.472,91.617,,,,,
1351,7/17/2017 9:30,69.427,83.627,,,,,
1352,7/17/2017 10:00,73.299,73.027,,,,,
1353,7/17/2017 10:30,77.684,67.273,,,,,
1354,7/17/2017 11:00,81.819,56.752,,,,,
1355,7/17/2017 11:30,79.304,57.921,,,,,
1356,7/17/2017 12:00,84.272,50.776,,,,,
1357,7/17/2017 12:30,85.035,51.828,,,,,
1358,7/17/2017 13:00,82.665,55.529,,,,,
1359,7/17/2017 13:30,81.909,56.445,,,,,
1360,7/17/2017 14:00,79.48,59.77,,,,,
1361,7/17/2017 14:30,86.029,52.608,,,,,
1362,7/17/2017 15:00,93.375,44.004,,,,,
1363,7/17/2017 15:30,92.244,45.722,,,,,
1364,7/17/2017 16:00,93.706,41.318,,,,,
1365,7/17/2017 16:30,85.622,49.357,,,,,
1366,7/17/2017 17:00,82.486,55.04,,,,,
1367,7/17/2017 17:30,86.482,49.904,,,,,
1368,7/17/2017 18:00,84.722,50.229,,,,,
1369,7/17/2017 18:30,83.467,48.945,,,,,
1370,7/17/2017 19:00,81.909,49.575,,,,,
1371,7/17/2017 19:30,79.48,53.444,,,,,
1372,7/17/2017 20:00,74.986,65.264,,,,,
1373,7/17/2017 20:30,70.803,77.582,,,,,
1374,7/17/2017 21:00,67.028,87.345,,,,,
1375,7/17/2017 21:30,64.459,90.753,,,,,
1376,7/17/2017 22:00,62.791,93.067,,,,,
1377,7/17/2017 22:30,61.633,93.691,,,,,
1378,7/17/2017 23:00,60.861,94.442,,,,,
1379,7/17/2017 23:30,60.39,95.179,,,,,
1380,7/18/2017 0:00,59.916,96.196,,,,,
1381,7/18/2017 0:30,59.745,96.377,,,,,
1382,7/18/2017 1:00,59.229,96.609,,,,,
1383,7/18/2017 1:30,59.014,96.834,,,,,
1384,7/18/2017 2:00,58.411,97.358,,,,,
1385,7/18/2017 2:30,58.541,97.096,,,,,
1386,7/18/2017 3:00,58.109,97.364,,,,,
1387,7/18/2017 3:30,58.455,98.383,,,,,
1388,7/18/2017 4:00,59.401,97.915,,,,,
1389,7/18/2017 4:30,57.979,97.905,,,,,
1390,7/18/2017 5:00,57.204,98.041,,,,,
1391,7/18/2017 5:30,56.728,98.096,,,,,
1392,7/18/2017 6:00,56.815,98.514,,,,,
1393,7/18/2017 6:30,56.728,98.804,,,,,
1394,7/18/2017 7:00,59.358,99.18,,,,,
1395,7/18/2017 7:30,61.376,98.902,,,,,
1396,7/18/2017 8:00,66.6,96.893,,,,,
1397,7/18/2017 8:30,69.985,94.083,,,,,
1398,7/18/2017 9:00,77.99,78.028,,,,,
1399,7/18/2017 9:30,77.639,73.904,,,,,
1400,7/18/2017 10:00,81.597,68.049,,,,,
1401,7/18/2017 10:30,85.532,62.97,,,,,
1402,7/18/2017 11:00,89.132,57.352,,,,,
1403,7/18/2017 11:30,89.454,57.854,,,,,
1404,7/18/2017 12:00,93.281,50.295,,,,,
1405,7/18/2017 12:30,96.24,46.516,,,,,
1406,7/18/2017 13:00,92.338,46.521,,,,,
1407,7/18/2017 13:30,99.266,40.871,,,,,
1408,7/18/2017 14:00,96.579,42.867,,,,,
1409,7/18/2017 14:30,95.184,42.815,,,,,
1410,7/18/2017 15:00,95.999,43.435,,,,,
1411,7/18/2017 15:30,95.279,46.585,,,,,
1412,7/18/2017 16:00,93.897,45.897,,,,,
1413,7/18/2017 16:30,93.612,46.209,,,,,
1414,7/18/2017 17:00,91.123,48.541,,,,,
1415,7/18/2017 17:30,90.286,50.405,,,,,
1416,7/18/2017 18:00,87.939,50.754,,,,,
1417,7/18/2017 18:30,87.255,51.607,,,,,
1418,7/18/2017 19:00,85.352,53.548,,,,,
1419,7/18/2017 19:30,83.154,56.326,,,,,
1420,7/18/2017 20:00,80.935,61.352,,,,,
1421,7/18/2017 20:30,77.553,70.969,,,,,
1422,7/18/2017 21:00,71.447,83.962,,,,,
1423,7/18/2017 21:30,68.484,89.793,,,,,
1424,7/18/2017 22:00,66.558,91.736,,,,,
1425,7/18/2017 22:30,65.188,93.035,,,,,
1426,7/18/2017 23:00,63.862,93.166,,,,,
1427,7/18/2017 23:30,61.633,93.926,,,,,
1428,7/19/2017 0:00,60.647,94.697,,,,,
1429,7/19/2017 0:30,60.733,95.54,,,,,
1430,7/19/2017 1:00,60.303,95.866,,,,,
1431,7/19/2017 1:30,60.433,96.736,,,,,
1432,7/19/2017 2:00,60.861,96.387,,,,,
1433,7/19/2017 2:30,60.948,97.018,,,,,
1434,7/19/2017 3:00,61.29,97.094,,,,,
1435,7/19/2017 3:30,60.604,96.941,,,,,
1436,7/19/2017 4:00,61.032,97.185,,,,,
1437,7/19/2017 4:30,61.462,97.686,,,,,
1438,7/19/2017 5:00,64.033,97.424,,,,,
1439,7/19/2017 5:30,64.974,95.846,,,,,
1440,7/19/2017 6:00,64.589,95.738,,,,,
1441,7/19/2017 6:30,64.459,97.124,,,,,
1442,7/19/2017 7:00,66.429,96.214,,,,,
1443,7/19/2017 7:30,67.586,95.752,,,,,
1444,7/19/2017 8:00,70.887,88.151,,,,,
1445,7/19/2017 8:30,74.077,82.121,,,,,
1446,7/19/2017 9:00,74.381,79.74,,,,,
1447,7/19/2017 9:30,81.509,71.168,,,,,
1448,7/19/2017 10:00,84.004,68.619,,,,,
1449,7/19/2017 10:30,89.454,61.7,,,,,
1450,7/19/2017 11:00,91.123,57.388,,,,,
1451,7/19/2017 11:30,92.48,56.188,,,,,
1452,7/19/2017 12:00,95.76,52.336,,,,,
1453,7/19/2017 12:30,96.773,51.038,,,,,
1454,7/19/2017 13:00,91.963,55.794,,,,,
1455,7/19/2017 13:30,93.897,54.143,,,,,
1456,7/19/2017 14:00,100.756,44.807,,,,,
1457,7/19/2017 14:30,100.258,44.943,,,,,
1458,7/19/2017 15:00,96.53,49.477,,,,,
1459,7/19/2017 15:30,95.999,51.244,,,,,
1460,7/19/2017 16:00,91.87,55.658,,,,,
1461,7/19/2017 16:30,94.705,53.817,,,,,
1462,7/19/2017 17:00,85.849,66.788,,,,,
1463,7/19/2017 17:30,91.636,61.043,,,,,
1464,7/19/2017 18:00,89.823,62.328,,,,,
1465,7/19/2017 18:30,88.902,61.558,,,,,
1466,7/19/2017 19:00,87.894,62.779,,,,,
1467,7/19/2017 19:30,85.894,66.118,,,,,
1468,7/19/2017 20:00,83.511,72.571,,,,,
1469,7/19/2017 20:30,81.466,76.788,,,,,
1470,7/19/2017 21:00,77.378,84.756,,,,,
1471,7/19/2017 21:30,74.899,89.311,,,,,
1472,7/19/2017 22:00,72.955,92.133,,,,,
1473,7/19/2017 22:30,72.093,93.684,,,,,
1474,7/19/2017 23:00,71.533,94.408,,,,,
1475,7/19/2017 23:30,73.04,93.817,,,,,
1476,7/20/2017 0:00,72.351,94.283,,,,,
1477,7/20/2017 0:30,71.877,95.31,,,,,
1478,7/20/2017 1:00,71.92,95.263,,,,,
1479,7/20/2017 1:30,71.834,95.942,,,,,
1480,7/20/2017 2:00,73.602,92.925,,,,,
1481,7/20/2017 2:30,73.386,91.622,,,,,
1482,7/20/2017 3:00,72.997,91.216,,,,,
1483,7/20/2017 3:30,71.877,93.09,,,,,
1484,7/20/2017 4:00,71.017,94.602,,,,,
1485,7/20/2017 4:30,71.404,93.855,,,,,
1486,7/20/2017 5:00,70.543,94.135,,,,,
1487,7/20/2017 5:30,71.146,88.623,,,,,
1488,7/20/2017 6:00,70.63,88.583,,,,,
1489,7/20/2017 6:30,69.942,90.206,,,,,
1490,7/20/2017 7:00,69.942,89.881,,,,,
1491,7/20/2017 7:30,69.814,90.08,,,,,
1492,7/20/2017 8:00,70.029,90.028,,,,,
1493,7/20/2017 8:30,70.372,90.101,,,,,
1494,7/20/2017 9:00,71.017,88.989,,,,,
1495,7/20/2017 9:30,70.887,89.844,,,,,
