number,date_time,temp,RH,site,block,treatment
972,7/9/2017 13:30,69.728,57.976,CBE,4,prairie
973,7/9/2017 14:00,69.901,57.991,CBE,4,prairie
974,7/9/2017 14:30,69.901,58.481,CBE,4,prairie
975,7/9/2017 15:00,70.029,58.921,CBE,4,prairie
976,7/9/2017 15:30,69.985,59.772,CBE,4,prairie
977,7/9/2017 16:00,69.985,59.619,CBE,4,prairie
978,7/9/2017 16:30,69.901,59.276,CBE,4,prairie
979,7/9/2017 17:00,70.029,59.196,CBE,4,prairie
980,7/9/2017 17:30,70.243,58.02,CBE,4,prairie
981,7/9/2017 18:00,69.858,57.251,CBE,4,prairie
982,7/9/2017 18:30,69.771,56.874,CBE,4,prairie
983,7/9/2017 19:00,69.685,56.898,CBE,4,prairie
984,7/9/2017 19:30,69.6,57.597,CBE,4,prairie
985,7/9/2017 20:00,69.814,58.963,CBE,4,prairie
986,7/9/2017 20:30,69.771,59.875,CBE,4,prairie
987,7/9/2017 21:00,69.942,60.62,CBE,4,prairie
988,7/9/2017 21:30,69.858,61.159,CBE,4,prairie
989,7/9/2017 22:00,69.728,60.48,CBE,4,prairie
990,7/9/2017 22:30,69.685,58.983,CBE,4,prairie
991,7/9/2017 23:00,69.343,58.066,CBE,4,prairie
992,7/9/2017 23:30,69.557,58.819,CBE,4,prairie
993,7/10/2017 0:00,69.6,59.036,CBE,4,prairie
994,7/10/2017 0:30,69.6,59.281,CBE,4,prairie
995,7/10/2017 1:00,69.427,59.723,CBE,4,prairie
996,7/10/2017 1:30,69.3,60.077,CBE,4,prairie
997,7/10/2017 2:00,69.427,60.088,CBE,4,prairie
998,7/10/2017 2:30,69.256,60.559,CBE,4,prairie
999,7/10/2017 3:00,69.343,60.749,CBE,4,prairie
1000,7/10/2017 3:30,69.213,61.041,CBE,4,prairie
1001,7/10/2017 4:00,69.129,61.427,CBE,4,prairie
1002,7/10/2017 4:30,69.256,61.59,CBE,4,prairie
1003,7/10/2017 5:00,69.256,62.164,CBE,4,prairie
1004,7/10/2017 5:30,69.343,62.594,CBE,4,prairie
1005,7/10/2017 6:00,69.343,63.197,CBE,4,prairie
1006,7/10/2017 6:30,69.427,65.154,CBE,4,prairie
1007,7/10/2017 7:00,69.685,66.432,CBE,4,prairie
1008,7/10/2017 7:30,69.814,68.343,CBE,4,prairie
1009,7/10/2017 8:00,69.942,66.725,CBE,4,prairie
1010,7/10/2017 8:30,70.115,67.336,CBE,4,prairie
1011,7/10/2017 9:00,70.759,67.013,CBE,4,prairie
1012,7/10/2017 9:30,71.103,65.853,CBE,4,prairie
1013,7/10/2017 10:00,71.274,64.851,CBE,4,prairie
1014,7/10/2017 10:30,71.533,64.936,CBE,4,prairie
1015,7/10/2017 11:00,71.62,64.734,CBE,4,prairie
1016,7/10/2017 11:30,71.704,64.411,CBE,4,prairie
1017,7/10/2017 12:00,71.834,64.182,CBE,4,prairie
1018,7/10/2017 12:30,71.92,64.251,CBE,4,prairie
1019,7/10/2017 13:00,72.007,64.861,CBE,4,prairie
1020,7/10/2017 13:30,71.964,64.255,CBE,4,prairie
1021,7/10/2017 14:00,72.093,63.965,CBE,4,prairie
1022,7/10/2017 14:30,72.307,65.009,CBE,4,prairie
1023,7/10/2017 15:00,72.567,65.695,CBE,4,prairie
1026,7/10/2017 15:30,73.731,63.968,CBE,4,prairie
1027,7/10/2017 16:00,73.04,64.477,CBE,4,prairie
1028,7/10/2017 16:30,72.696,65.467,CBE,4,prairie
1029,7/10/2017 17:00,72.48,66.675,CBE,4,prairie
1030,7/10/2017 17:30,72.307,66.269,CBE,4,prairie
1031,7/10/2017 18:00,72.264,66.414,CBE,4,prairie
1032,7/10/2017 18:30,72.178,67.272,CBE,4,prairie
1033,7/10/2017 19:00,72.093,68.423,CBE,4,prairie
1034,7/10/2017 19:30,72.007,68.682,CBE,4,prairie
1035,7/10/2017 20:00,71.964,69.684,CBE,4,prairie
1036,7/10/2017 20:30,71.877,70.147,CBE,4,prairie
1037,7/10/2017 21:00,71.834,70.26,CBE,4,prairie
1038,7/10/2017 21:30,71.791,70.256,CBE,4,prairie
1039,7/10/2017 22:00,71.704,71.071,CBE,4,prairie
1040,7/10/2017 22:30,71.661,72.034,CBE,4,prairie
1041,7/10/2017 23:00,71.661,72.765,CBE,4,prairie
1042,7/10/2017 23:30,71.62,72.848,CBE,4,prairie
1043,7/11/2017 0:00,71.577,72.96,CBE,4,prairie
1044,7/11/2017 0:30,71.533,73.13,CBE,4,prairie
1045,7/11/2017 1:00,71.49,73.184,CBE,4,prairie
1046,7/11/2017 1:30,71.404,73.233,CBE,4,prairie
1047,7/11/2017 2:00,71.361,73.024,CBE,4,prairie
1048,7/11/2017 2:30,71.274,73.219,CBE,4,prairie
1049,7/11/2017 3:00,71.231,73.33,CBE,4,prairie
1050,7/11/2017 3:30,71.19,73.238,CBE,4,prairie
1051,7/11/2017 4:00,71.146,73.147,CBE,4,prairie
1052,7/11/2017 4:30,71.103,73.142,CBE,4,prairie
1053,7/11/2017 5:00,71.06,72.992,CBE,4,prairie
1054,7/11/2017 5:30,70.974,72.72,CBE,4,prairie
1055,7/11/2017 6:00,70.974,73.332,CBE,4,prairie
1056,7/11/2017 6:30,70.974,73.477,CBE,4,prairie
1057,7/11/2017 7:00,70.93,72.395,CBE,4,prairie
1058,7/11/2017 7:30,71.146,79.503,CBE,4,prairie
1059,7/11/2017 8:00,67.158,54.502,CBE,4,prairie
1060,7/11/2017 8:30,68.313,77.326,CBE,4,prairie
1061,7/11/2017 9:00,71.317,83.527,CBE,4,prairie
1062,7/11/2017 9:30,74.77,84.094,CBE,4,prairie
1063,7/11/2017 10:00,78.121,82.353,CBE,4,prairie
1064,7/11/2017 10:30,80.935,79.583,CBE,4,prairie
1065,7/11/2017 11:00,83.511,76.869,CBE,4,prairie
1066,7/11/2017 11:30,86.074,68.55,CBE,4,prairie
1067,7/11/2017 12:00,90.009,62.344,CBE,4,prairie
1068,7/11/2017 12:30,92.62,55.236,CBE,4,prairie
1069,7/11/2017 13:00,95.76,52.727,CBE,4,prairie
1070,7/11/2017 13:30,93.992,48.707,CBE,4,prairie
1071,7/11/2017 14:00,87.255,66.8,CBE,4,prairie
1072,7/11/2017 14:30,90.055,61.22,CBE,4,prairie
1073,7/11/2017 15:00,93.328,55.163,CBE,4,prairie
1074,7/11/2017 15:30,93.045,57.705,CBE,4,prairie
1075,7/11/2017 16:00,98.38,51.811,CBE,4,prairie
1076,7/11/2017 16:30,88.993,63.812,CBE,4,prairie
1077,7/11/2017 17:00,91.589,59.554,CBE,4,prairie
1078,7/11/2017 17:30,88.579,64.736,CBE,4,prairie
1079,7/11/2017 18:00,93.754,54.713,CBE,4,prairie
1080,7/11/2017 18:30,89.638,59.452,CBE,4,prairie
1081,7/11/2017 19:00,82.042,72.477,CBE,4,prairie
1082,7/11/2017 19:30,82.218,73.032,CBE,4,prairie
1083,7/11/2017 20:00,79.963,76.241,CBE,4,prairie
1084,7/11/2017 20:30,77.117,80.748,CBE,4,prairie
1085,7/11/2017 21:00,75.204,84.878,CBE,4,prairie
1086,7/11/2017 21:30,73.342,88.528,CBE,4,prairie
1087,7/11/2017 22:00,74.381,88.554,CBE,4,prairie
1088,7/11/2017 22:30,73.818,89.113,CBE,4,prairie
1089,7/11/2017 23:00,72.653,92.199,CBE,4,prairie
1090,7/11/2017 23:30,71.877,94.243,CBE,4,prairie
1091,7/12/2017 0:00,69.728,94.818,CBE,4,prairie
1092,7/12/2017 0:30,69.256,96.521,CBE,4,prairie
1093,7/12/2017 1:00,70.887,97.443,CBE,4,prairie
1094,7/12/2017 1:30,71.533,97.38,CBE,4,prairie
1095,7/12/2017 2:00,71.404,97.571,CBE,4,prairie
1096,7/12/2017 2:30,71.06,97.1,CBE,4,prairie
1097,7/12/2017 3:00,70.243,97.926,CBE,4,prairie
1098,7/12/2017 3:30,71.704,96.109,CBE,4,prairie
1099,7/12/2017 4:00,71.577,93.612,CBE,4,prairie
1100,7/12/2017 4:30,68.871,97.566,CBE,4,prairie
1101,7/12/2017 5:00,69.213,98.609,CBE,4,prairie
1102,7/12/2017 5:30,68.913,98.981,CBE,4,prairie
1103,7/12/2017 6:00,68.657,99.228,CBE,4,prairie
1104,7/12/2017 6:30,69.427,99.578,CBE,4,prairie
1105,7/12/2017 7:00,70.587,99.596,CBE,4,prairie
1106,7/12/2017 7:30,69.985,99.454,CBE,4,prairie
1107,7/12/2017 8:00,69.685,99.512,CBE,4,prairie
1108,7/12/2017 8:30,71.877,99.372,CBE,4,prairie
1109,7/12/2017 9:00,71.49,98.765,CBE,4,prairie
1110,7/12/2017 9:30,71.146,98.949,CBE,4,prairie
1111,7/12/2017 10:00,71.447,99.23,CBE,4,prairie
1112,7/12/2017 10:30,72.136,99.306,CBE,4,prairie
1113,7/12/2017 11:00,68.913,99.215,CBE,4,prairie
1114,7/12/2017 11:30,68.527,100,CBE,4,prairie
1115,7/12/2017 12:00,69.213,99.908,CBE,4,prairie
1116,7/12/2017 12:30,68.443,100,CBE,4,prairie
1117,7/12/2017 13:00,68.657,100,CBE,4,prairie
1118,7/12/2017 13:30,69.858,100,CBE,4,prairie
1119,7/12/2017 14:00,77.99,98.111,CBE,4,prairie
1120,7/12/2017 14:30,80.89,95.405,CBE,4,prairie
1121,7/12/2017 15:00,79.261,96.122,CBE,4,prairie
1122,7/12/2017 15:30,82.13,90.934,CBE,4,prairie
1123,7/12/2017 16:00,80.139,93.884,CBE,4,prairie
1124,7/12/2017 16:30,80.008,90.955,CBE,4,prairie
1125,7/12/2017 17:00,87.985,82.062,CBE,4,prairie
1126,7/12/2017 17:30,84.857,83.165,CBE,4,prairie
1127,7/12/2017 18:00,81.952,76.696,CBE,4,prairie
1128,7/12/2017 18:30,80.492,79.503,CBE,4,prairie
1129,7/12/2017 19:00,83.332,73.209,CBE,4,prairie
1130,7/12/2017 19:30,79.392,79.924,CBE,4,prairie
1131,7/12/2017 20:00,77.203,85.241,CBE,4,prairie
1132,7/12/2017 20:30,74.034,90.703,CBE,4,prairie
1133,7/12/2017 21:00,71.017,93.587,CBE,4,prairie
1134,7/12/2017 21:30,70.029,96.079,CBE,4,prairie
1135,7/12/2017 22:00,69.256,96.941,CBE,4,prairie
1136,7/12/2017 22:30,69.643,97.654,CBE,4,prairie
1137,7/12/2017 23:00,68.356,97.334,CBE,4,prairie
1138,7/12/2017 23:30,68.657,98.734,CBE,4,prairie
1139,7/13/2017 0:00,68.956,98.727,CBE,4,prairie
1140,7/13/2017 0:30,69.6,99.292,CBE,4,prairie
1141,7/13/2017 1:00,68.828,98.89,CBE,4,prairie
1142,7/13/2017 1:30,68.871,99.494,CBE,4,prairie
1143,7/13/2017 2:00,68.313,99.539,CBE,4,prairie
1144,7/13/2017 2:30,69.557,99.805,CBE,4,prairie
1145,7/13/2017 3:00,70.587,99.908,CBE,4,prairie
1146,7/13/2017 3:30,71.92,99.796,CBE,4,prairie
1147,7/13/2017 4:00,72.264,99.9,CBE,4,prairie
1148,7/13/2017 4:30,72.136,100,CBE,4,prairie
1149,7/13/2017 5:00,72.007,100,CBE,4,prairie
1150,7/13/2017 5:30,71.274,100,CBE,4,prairie
1151,7/13/2017 6:00,69.514,99.85,CBE,4,prairie
1152,7/13/2017 6:30,68.657,100,CBE,4,prairie
1153,7/13/2017 7:00,70.459,100,CBE,4,prairie
1154,7/13/2017 7:30,71.834,100,CBE,4,prairie
1155,7/13/2017 8:00,72.567,100,CBE,4,prairie
1156,7/13/2017 8:30,72.783,100,CBE,4,prairie
1157,7/13/2017 9:00,73.818,100,CBE,4,prairie
1158,7/13/2017 9:30,74.381,99.484,CBE,4,prairie
1159,7/13/2017 10:00,74.986,99.206,CBE,4,prairie
1160,7/13/2017 10:30,74.856,98.236,CBE,4,prairie
1161,7/13/2017 11:00,74.597,98.092,CBE,4,prairie
1162,7/13/2017 11:30,79.743,92.818,CBE,4,prairie
1163,7/13/2017 12:00,84.137,86.791,CBE,4,prairie
1164,7/13/2017 12:30,83.287,82.746,CBE,4,prairie
1165,7/13/2017 13:00,82.353,83.207,CBE,4,prairie
1166,7/13/2017 13:30,81.864,82.173,CBE,4,prairie
1167,7/13/2017 14:00,81.111,83.571,CBE,4,prairie
1168,7/13/2017 14:30,80.272,82.04,CBE,4,prairie
1169,7/13/2017 15:00,80.316,81.931,CBE,4,prairie
1170,7/13/2017 15:30,83.199,78.592,CBE,4,prairie
1171,7/13/2017 16:00,79.48,83.401,CBE,4,prairie
1172,7/13/2017 16:30,81.421,78.826,CBE,4,prairie
1173,7/13/2017 17:00,84.945,70.135,CBE,4,prairie
1174,7/13/2017 17:30,87.028,66.809,CBE,4,prairie
1175,7/13/2017 18:00,82.53,70.403,CBE,4,prairie
1176,7/13/2017 18:30,83.422,69.59,CBE,4,prairie
1177,7/13/2017 19:00,78.382,77.493,CBE,4,prairie
1178,7/13/2017 19:30,78.91,78.365,CBE,4,prairie
1179,7/13/2017 20:00,75.42,83.668,CBE,4,prairie
1180,7/13/2017 20:30,72.912,88.279,CBE,4,prairie
1181,7/13/2017 21:00,69.343,93.299,CBE,4,prairie
1182,7/13/2017 21:30,68.27,95.614,CBE,4,prairie
1183,7/13/2017 22:00,66.857,96.224,CBE,4,prairie
1184,7/13/2017 22:30,67.885,98.047,CBE,4,prairie
1185,7/13/2017 23:00,67.928,98.001,CBE,4,prairie
1186,7/13/2017 23:30,66.429,97.909,CBE,4,prairie
1187,7/14/2017 0:00,65.059,98.507,CBE,4,prairie
1188,7/14/2017 0:30,65.359,98.707,CBE,4,prairie
1189,7/14/2017 1:00,64.161,99.093,CBE,4,prairie
1190,7/14/2017 1:30,64.803,99.395,CBE,4,prairie
1191,7/14/2017 2:00,63.732,98.977,CBE,4,prairie
1192,7/14/2017 2:30,63.862,99.201,CBE,4,prairie
1193,7/14/2017 3:00,63.862,99.56,CBE,4,prairie
1194,7/14/2017 3:30,64.632,99.805,CBE,4,prairie
1195,7/14/2017 4:00,63.903,99.72,CBE,4,prairie
1196,7/14/2017 4:30,62.919,99.621,CBE,4,prairie
1197,7/14/2017 5:00,62.834,100,CBE,4,prairie
1198,7/14/2017 5:30,63.048,99.896,CBE,4,prairie
1199,7/14/2017 6:00,62.962,100,CBE,4,prairie
1200,7/14/2017 6:30,62.577,100,CBE,4,prairie
1201,7/14/2017 7:00,63.347,100,CBE,4,prairie
1202,7/14/2017 7:30,64.247,100,CBE,4,prairie
1203,7/14/2017 8:00,66.472,99.725,CBE,4,prairie
1204,7/14/2017 8:30,66.9,99.636,CBE,4,prairie
1205,7/14/2017 9:00,68.999,96.009,CBE,4,prairie
1206,7/14/2017 9:30,72.653,92.578,CBE,4,prairie
1207,7/14/2017 10:00,75.551,81.987,CBE,4,prairie
1208,7/14/2017 10:30,76.507,79.53,CBE,4,prairie
1209,7/14/2017 11:00,79.128,71.459,CBE,4,prairie
1210,7/14/2017 11:30,83.021,63.052,CBE,4,prairie
1211,7/14/2017 12:00,86.256,55.467,CBE,4,prairie
1212,7/14/2017 12:30,90.055,51.977,CBE,4,prairie
1213,7/14/2017 13:00,89.269,53.722,CBE,4,prairie
1214,7/14/2017 13:30,86.346,52.985,CBE,4,prairie
1215,7/14/2017 14:00,79.567,64.94,CBE,4,prairie
1216,7/14/2017 14:30,90.891,47.41,CBE,4,prairie
1217,7/14/2017 15:00,80.713,59.348,CBE,4,prairie
1218,7/14/2017 15:30,90.286,51.573,CBE,4,prairie
1219,7/14/2017 16:00,90.009,51.164,CBE,4,prairie
1220,7/14/2017 16:30,89.04,48.885,CBE,4,prairie
1221,7/14/2017 17:00,80.625,57.907,CBE,4,prairie
1222,7/14/2017 17:30,78.777,60.883,CBE,4,prairie
1223,7/14/2017 18:00,74.424,65.663,CBE,4,prairie
1224,7/14/2017 18:30,77.77,62.115,CBE,4,prairie
1225,7/14/2017 19:00,75.16,66.786,CBE,4,prairie
1226,7/14/2017 19:30,72.955,70.346,CBE,4,prairie
1227,7/14/2017 20:00,70.201,74.292,CBE,4,prairie
1228,7/14/2017 20:30,67.543,78.826,CBE,4,prairie
1229,7/14/2017 21:00,64.117,87.831,CBE,4,prairie
1230,7/14/2017 21:30,62.447,92.386,CBE,4,prairie
1231,7/14/2017 22:00,61.506,94.926,CBE,4,prairie
1232,7/14/2017 22:30,61.419,95.77,CBE,4,prairie
1233,7/14/2017 23:00,60.132,95.53,CBE,4,prairie
1234,7/14/2017 23:30,60.046,96.91,CBE,4,prairie
1235,7/15/2017 0:00,59.315,97.083,CBE,4,prairie
1236,7/15/2017 0:30,59.272,97.946,CBE,4,prairie
1237,7/15/2017 1:00,58.885,98.168,CBE,4,prairie
1238,7/15/2017 1:30,58.498,97.804,CBE,4,prairie
1239,7/15/2017 2:00,57.204,97.381,CBE,4,prairie
1240,7/15/2017 2:30,56.34,97.277,CBE,4,prairie
1241,7/15/2017 3:00,55.386,97.463,CBE,4,prairie
1242,7/15/2017 3:30,55.342,97.912,CBE,4,prairie
1243,7/15/2017 4:00,55.125,97.98,CBE,4,prairie
1244,7/15/2017 4:30,53.515,97.535,CBE,4,prairie
1245,7/15/2017 5:00,52.423,97.922,CBE,4,prairie
1246,7/15/2017 5:30,51.282,97.147,CBE,4,prairie
1247,7/15/2017 6:00,49.914,97.14,CBE,4,prairie
1248,7/15/2017 6:30,49.737,97.413,CBE,4,prairie
1249,7/15/2017 7:00,54.387,99.375,CBE,4,prairie
1250,7/15/2017 7:30,58.368,99.257,CBE,4,prairie
1251,7/15/2017 8:00,61.032,99.207,CBE,4,prairie
1252,7/15/2017 8:30,64.117,98.649,CBE,4,prairie
1253,7/15/2017 9:00,68.313,95.172,CBE,4,prairie
1254,7/15/2017 9:30,69.557,89.883,CBE,4,prairie
1255,7/15/2017 10:00,75.508,79.958,CBE,4,prairie
1256,7/15/2017 10:30,78.559,68.111,CBE,4,prairie
1257,7/15/2017 11:00,81.199,56.984,CBE,4,prairie
1258,7/15/2017 11:30,86.301,52.436,CBE,4,prairie
1259,7/15/2017 12:00,89.962,48.786,CBE,4,prairie
1260,7/15/2017 12:30,85.172,50.777,CBE,4,prairie
1261,7/15/2017 13:00,91.636,44.027,CBE,4,prairie
1262,7/15/2017 13:30,87.802,49.675,CBE,4,prairie
1263,7/15/2017 14:00,92.527,45.145,CBE,4,prairie
1264,7/15/2017 14:30,92.809,40.19,CBE,4,prairie
1265,7/15/2017 15:00,92.48,39.33,CBE,4,prairie
1266,7/15/2017 15:30,93.186,44.756,CBE,4,prairie
1267,7/15/2017 16:00,91.589,45.943,CBE,4,prairie
1268,7/15/2017 16:30,90.379,47.146,CBE,4,prairie
1269,7/15/2017 17:00,89.823,49.917,CBE,4,prairie
1270,7/15/2017 17:30,86.936,51.036,CBE,4,prairie
1271,7/15/2017 18:00,85.577,53.246,CBE,4,prairie
1272,7/15/2017 18:30,80.802,61.741,CBE,4,prairie
1273,7/15/2017 19:00,78.559,65.179,CBE,4,prairie
1274,7/15/2017 19:30,74.25,71.13,CBE,4,prairie
1275,7/15/2017 20:00,70.803,74.155,CBE,4,prairie
1276,7/15/2017 20:30,70.502,74.643,CBE,4,prairie
1277,7/15/2017 21:00,63.689,86.719,CBE,4,prairie
1278,7/15/2017 21:30,59.702,89.359,CBE,4,prairie
1279,7/15/2017 22:00,58.626,92.27,CBE,4,prairie
1280,7/15/2017 22:30,57.765,92.931,CBE,4,prairie
1281,7/15/2017 23:00,58.411,94.478,CBE,4,prairie
1282,7/15/2017 23:30,58.152,95.396,CBE,4,prairie
1283,7/16/2017 0:00,56.901,94.776,CBE,4,prairie
1284,7/16/2017 0:30,57.204,96.232,CBE,4,prairie
1285,7/16/2017 1:00,60.861,98.032,CBE,4,prairie
1286,7/16/2017 1:30,62.062,97.544,CBE,4,prairie
1287,7/16/2017 2:00,62.191,97.666,CBE,4,prairie
1288,7/16/2017 2:30,59.788,96.897,CBE,4,prairie
1289,7/16/2017 3:00,59.272,97.589,CBE,4,prairie
1290,7/16/2017 3:30,61.72,98.212,CBE,4,prairie
1291,7/16/2017 4:00,59.788,97.871,CBE,4,prairie
1292,7/16/2017 4:30,62.233,98.725,CBE,4,prairie
1293,7/16/2017 5:00,61.977,98.404,CBE,4,prairie
1294,7/16/2017 5:30,60.991,98.46,CBE,4,prairie
1295,7/16/2017 6:00,61.677,99.33,CBE,4,prairie
1296,7/16/2017 6:30,63.176,99.2,CBE,4,prairie
1297,7/16/2017 7:00,64.288,99.189,CBE,4,prairie
1298,7/16/2017 7:30,65.872,98.577,CBE,4,prairie
1299,7/16/2017 8:00,68.356,97.543,CBE,4,prairie
1300,7/16/2017 8:30,70.974,95.261,CBE,4,prairie
1301,7/16/2017 9:00,72.178,90.779,CBE,4,prairie
1302,7/16/2017 9:30,73.429,86.439,CBE,4,prairie
1303,7/16/2017 10:00,74.424,83.714,CBE,4,prairie
1304,7/16/2017 10:30,79.7,76.094,CBE,4,prairie
1305,7/16/2017 11:00,72.869,85.868,CBE,4,prairie
1306,7/16/2017 11:30,75.029,83.282,CBE,4,prairie
1307,7/16/2017 12:00,82.218,74.071,CBE,4,prairie
1308,7/16/2017 12:30,83.691,69.798,CBE,4,prairie
1309,7/16/2017 13:00,92.151,54.137,CBE,4,prairie
1310,7/16/2017 13:30,93.848,47.051,CBE,4,prairie
1311,7/16/2017 14:00,90.657,45.453,CBE,4,prairie
1312,7/16/2017 14:30,87.528,57.347,CBE,4,prairie
1313,7/16/2017 15:00,93.375,52.029,CBE,4,prairie
1314,7/16/2017 15:30,95.472,48.613,CBE,4,prairie
1315,7/16/2017 16:00,96.048,46.038,CBE,4,prairie
1316,7/16/2017 16:30,92.809,46.75,CBE,4,prairie
1317,7/16/2017 17:00,83.199,52.426,CBE,4,prairie
1318,7/16/2017 17:30,90.379,50.51,CBE,4,prairie
1319,7/16/2017 18:00,87.528,51.208,CBE,4,prairie
1320,7/16/2017 18:30,84.9,53.322,CBE,4,prairie
1321,7/16/2017 19:00,79.128,62.023,CBE,4,prairie
1322,7/16/2017 19:30,73.602,77.039,CBE,4,prairie
1323,7/16/2017 20:00,76.681,69.003,CBE,4,prairie
1324,7/16/2017 20:30,71.49,77.861,CBE,4,prairie
1325,7/16/2017 21:00,66.643,86.803,CBE,4,prairie
1326,7/16/2017 21:30,64.803,91.014,CBE,4,prairie
1327,7/16/2017 22:00,61.72,91.28,CBE,4,prairie
1328,7/16/2017 22:30,59.572,93.084,CBE,4,prairie
1329,7/16/2017 23:00,58.498,93.66,CBE,4,prairie
1330,7/16/2017 23:30,58.541,96.25,CBE,4,prairie
1331,7/17/2017 0:00,57.333,94.89,CBE,4,prairie
1332,7/17/2017 0:30,56.035,94.753,CBE,4,prairie
1333,7/17/2017 1:00,54.865,95.554,CBE,4,prairie
1334,7/17/2017 1:30,54.473,96.819,CBE,4,prairie
1335,7/17/2017 2:00,55.168,95.982,CBE,4,prairie
1336,7/17/2017 2:30,55.342,97.076,CBE,4,prairie
1337,7/17/2017 3:00,57.247,97.997,CBE,4,prairie
1338,7/17/2017 3:30,58.582,97.639,CBE,4,prairie
1339,7/17/2017 4:00,57.42,96.878,CBE,4,prairie
1340,7/17/2017 4:30,55.906,96.907,CBE,4,prairie
1341,7/17/2017 5:00,58.023,98.318,CBE,4,prairie
1342,7/17/2017 5:30,57.85,97.885,CBE,4,prairie
1343,7/17/2017 6:00,55.69,97.001,CBE,4,prairie
1344,7/17/2017 6:30,57.16,98.668,CBE,4,prairie
1345,7/17/2017 7:00,58.928,98.988,CBE,4,prairie
1346,7/17/2017 7:30,60.003,98.897,CBE,4,prairie
1347,7/17/2017 8:00,61.29,98.991,CBE,4,prairie
1348,7/17/2017 8:30,62.362,99.026,CBE,4,prairie
1349,7/17/2017 9:00,65.23,98.223,CBE,4,prairie
1350,7/17/2017 9:30,69.085,91.655,CBE,4,prairie
1351,7/17/2017 10:00,73.472,78.662,CBE,4,prairie
1352,7/17/2017 10:30,78.427,70.255,CBE,4,prairie
1353,7/17/2017 11:00,82.575,54.889,CBE,4,prairie
1354,7/17/2017 11:30,80.89,56.173,CBE,4,prairie
1355,7/17/2017 12:00,85.577,55.286,CBE,4,prairie
1356,7/17/2017 12:30,86.981,54.378,CBE,4,prairie
1357,7/17/2017 13:00,82.931,60.473,CBE,4,prairie
1358,7/17/2017 13:30,81.775,54.731,CBE,4,prairie
1359,7/17/2017 14:00,79.216,57.102,CBE,4,prairie
1360,7/17/2017 14:30,91.449,50.196,CBE,4,prairie
1361,7/17/2017 15:00,97.599,37.139,CBE,4,prairie
1362,7/17/2017 15:30,95.711,36.696,CBE,4,prairie
1363,7/17/2017 16:00,96.917,40.531,CBE,4,prairie
1364,7/17/2017 16:30,87.528,48.258,CBE,4,prairie
1365,7/17/2017 17:00,82.841,52.75,CBE,4,prairie
1366,7/17/2017 17:30,88.902,49.623,CBE,4,prairie
1367,7/17/2017 18:00,86.617,46.008,CBE,4,prairie
1368,7/17/2017 18:30,84.542,45.216,CBE,4,prairie
1369,7/17/2017 19:00,81.687,50.522,CBE,4,prairie
1370,7/17/2017 19:30,77.509,61.755,CBE,4,prairie
1371,7/17/2017 20:00,73.429,74.907,CBE,4,prairie
1372,7/17/2017 20:30,68.484,81.976,CBE,4,prairie
1373,7/17/2017 21:00,63.347,86.076,CBE,4,prairie
1374,7/17/2017 21:30,59.83,88.843,CBE,4,prairie
1375,7/17/2017 22:00,57.979,90.947,CBE,4,prairie
1376,7/17/2017 22:30,56.988,92.222,CBE,4,prairie
1377,7/17/2017 23:00,56.165,92.86,CBE,4,prairie
1378,7/17/2017 23:30,55.515,93.544,CBE,4,prairie
1379,7/18/2017 0:00,55.125,94.054,CBE,4,prairie
1380,7/18/2017 0:30,55.125,94.646,CBE,4,prairie
1381,7/18/2017 1:00,54.734,95.126,CBE,4,prairie
1382,7/18/2017 1:30,54.212,95.331,CBE,4,prairie
1383,7/18/2017 2:00,53.951,95.675,CBE,4,prairie
1384,7/18/2017 2:30,53.865,95.84,CBE,4,prairie
1385,7/18/2017 3:00,53.776,96.081,CBE,4,prairie
1386,7/18/2017 3:30,54.648,97.225,CBE,4,prairie
1387,7/18/2017 4:00,56.035,96.468,CBE,4,prairie
1388,7/18/2017 4:30,54.343,96.47,CBE,4,prairie
1389,7/18/2017 5:00,53.121,96.567,CBE,4,prairie
1390,7/18/2017 5:30,52.686,96.804,CBE,4,prairie
1391,7/18/2017 6:00,52.686,96.93,CBE,4,prairie
1392,7/18/2017 6:30,53.078,97.393,CBE,4,prairie
1393,7/18/2017 7:00,56.556,98.349,CBE,4,prairie
1394,7/18/2017 7:30,58.885,98.346,CBE,4,prairie
1395,7/18/2017 8:00,65.316,99.01,CBE,4,prairie
1396,7/18/2017 8:30,69.3,98.987,CBE,4,prairie
1397,7/18/2017 9:00,70.63,97.93,CBE,4,prairie
1398,7/18/2017 9:30,74.943,87.577,CBE,4,prairie
1399,7/18/2017 10:00,79.831,75.493,CBE,4,prairie
1400,7/18/2017 10:30,84.587,63.04,CBE,4,prairie
1401,7/18/2017 11:00,88.626,55.337,CBE,4,prairie
1402,7/18/2017 11:30,92.197,50.348,CBE,4,prairie
1403,7/18/2017 12:00,95.518,44.473,CBE,4,prairie
1404,7/18/2017 12:30,98.577,39.373,CBE,4,prairie
1405,7/18/2017 13:00,94.323,44.796,CBE,4,prairie
1406,7/18/2017 13:30,100.706,39.596,CBE,4,prairie
1407,7/18/2017 14:00,97.696,41.252,CBE,4,prairie
1408,7/18/2017 14:30,98.724,39.551,CBE,4,prairie
1409,7/18/2017 15:00,98.971,44.593,CBE,4,prairie
1410,7/18/2017 15:30,99.464,41.56,CBE,4,prairie
1411,7/18/2017 16:00,96.966,41.613,CBE,4,prairie
