number,date_time,temp,RH,site,block,treatment,
1,6/12/2017 8:00,69.985,34.627,CBE,2,prairie,
2,6/12/2017 8:30,71.704,37.223,CBE,2,prairie,
3,6/12/2017 9:00,69.085,41.433,CBE,2,prairie,
4,6/12/2017 9:30,70.63,47.749,CBE,2,prairie,
5,6/12/2017 10:00,76.028,44.915,CBE,2,prairie,
6,6/12/2017 10:30,80.935,47.766,CBE,2,prairie,
7,6/12/2017 11:00,85.217,70.495,CBE,2,prairie,
8,6/12/2017 11:30,96.145,65.561,CBE,2,prairie,
9,6/12/2017 12:00,92.809,45.561,CBE,2,prairie,
10,6/12/2017 12:30,88.534,49.402,CBE,2,prairie,
11,6/12/2017 13:00,96.048,42.667,CBE,2,prairie,
12,6/12/2017 13:30,93.754,43.161,CBE,2,prairie,
13,6/12/2017 14:00,90.657,45.552,CBE,2,prairie,
14,6/12/2017 14:30,95.135,41.537,CBE,2,prairie,
15,6/12/2017 15:00,97.014,41.009,CBE,2,prairie,
16,6/12/2017 15:30,95.184,42.212,CBE,2,prairie,
17,6/12/2017 16:00,95.711,39.616,CBE,2,prairie,
18,6/12/2017 16:30,95.279,41.176,CBE,2,prairie,
19,6/12/2017 17:00,95.328,40.337,CBE,2,prairie,
20,6/12/2017 17:30,94.276,40.848,CBE,2,prairie,
21,6/12/2017 18:00,94.609,41.271,CBE,2,prairie,
22,6/12/2017 18:30,92.151,40.722,CBE,2,prairie,
23,6/12/2017 19:00,90.657,42.769,CBE,2,prairie,
24,6/12/2017 19:30,89.915,43.586,CBE,2,prairie,
25,6/12/2017 20:00,88.259,45.887,CBE,2,prairie,
26,6/12/2017 20:30,85.487,53.047,CBE,2,prairie,
27,6/12/2017 21:00,76.899,68.606,CBE,2,prairie,
28,6/12/2017 21:30,73.126,77.589,CBE,2,prairie,
29,6/12/2017 22:00,71.274,83.102,CBE,2,prairie,
30,6/12/2017 22:30,71.19,86.014,CBE,2,prairie,
31,6/12/2017 23:00,70.543,86.236,CBE,2,prairie,
32,6/12/2017 23:30,70.286,89.492,CBE,2,prairie,
33,6/13/2017 0:00,70.201,88.662,CBE,2,prairie,
34,6/13/2017 0:30,73.299,81.942,CBE,2,prairie,
35,6/13/2017 1:00,74.597,73.166,CBE,2,prairie,
36,6/13/2017 1:30,71.274,80.341,CBE,2,prairie,
37,6/13/2017 2:00,69.256,85.878,CBE,2,prairie,
38,6/13/2017 2:30,68.527,87.705,CBE,2,prairie,
39,6/13/2017 3:00,68.227,87.72,CBE,2,prairie,
40,6/13/2017 3:30,68.27,88.353,CBE,2,prairie,
41,6/13/2017 4:00,67.757,90.019,CBE,2,prairie,
42,6/13/2017 4:30,67.971,89.182,CBE,2,prairie,
43,6/13/2017 5:00,67.627,89.489,CBE,2,prairie,
44,6/13/2017 5:30,68.27,89.548,CBE,2,prairie,
45,6/13/2017 6:00,70.029,85.479,CBE,2,prairie,
46,6/13/2017 6:30,70.93,83.982,CBE,2,prairie,
47,6/13/2017 7:00,72.869,79.449,CBE,2,prairie,
48,6/13/2017 7:30,76.768,74.074,CBE,2,prairie,
49,6/13/2017 8:00,80.845,65.212,CBE,2,prairie,
50,6/13/2017 8:30,84.227,60.524,CBE,2,prairie,
51,6/13/2017 9:00,85.849,57.304,CBE,2,prairie,
52,6/13/2017 9:30,85.802,55.463,CBE,2,prairie,
53,6/13/2017 10:00,87.3,54.275,CBE,2,prairie,
54,6/13/2017 10:30,90.055,50.616,CBE,2,prairie,
55,6/13/2017 11:00,90.797,52.356,CBE,2,prairie,
56,6/13/2017 11:30,91.263,50.996,CBE,2,prairie,
57,6/13/2017 12:00,93.801,47.971,CBE,2,prairie,
58,6/13/2017 12:30,94.658,47.139,CBE,2,prairie,
59,6/13/2017 13:00,95.423,43.532,CBE,2,prairie,
60,6/13/2017 13:30,96.24,43.885,CBE,2,prairie,
61,6/13/2017 14:00,97.257,41.631,CBE,2,prairie,
62,6/13/2017 14:30,96.337,41.845,CBE,2,prairie,
63,6/13/2017 15:00,96.579,44.507,CBE,2,prairie,
64,6/13/2017 15:30,98.233,42.498,CBE,2,prairie,
65,6/13/2017 16:00,101.307,37.99,CBE,2,prairie,
66,6/13/2017 16:30,97.16,41.119,CBE,2,prairie,
67,6/13/2017 17:00,91.87,48.756,CBE,2,prairie,
68,6/13/2017 17:30,83.287,57.753,CBE,2,prairie,
69,6/13/2017 18:00,82.396,77.975,CBE,2,prairie,
70,6/13/2017 18:30,84.632,70.375,CBE,2,prairie,
71,6/13/2017 19:00,82.665,73.703,CBE,2,prairie,
72,6/13/2017 19:30,83.021,73.384,CBE,2,prairie,
73,6/13/2017 20:00,82.353,72.778,CBE,2,prairie,
74,6/13/2017 20:30,78.69,78.861,CBE,2,prairie,
75,6/13/2017 21:00,77.378,82.349,CBE,2,prairie,
76,6/13/2017 21:30,75.637,83.751,CBE,2,prairie,
77,6/13/2017 22:00,74.77,86.11,CBE,2,prairie,
78,6/13/2017 22:30,74.856,83.993,CBE,2,prairie,
79,6/13/2017 23:00,74.25,83.58,CBE,2,prairie,
80,6/13/2017 23:30,72.221,87.418,CBE,2,prairie,
81,6/14/2017 0:00,70.759,91.156,CBE,2,prairie,
82,6/14/2017 0:30,72.437,88.189,CBE,2,prairie,
83,6/14/2017 1:00,70.93,90.746,CBE,2,prairie,
84,6/14/2017 1:30,68.742,93.907,CBE,2,prairie,
85,6/14/2017 2:00,67.757,95.909,CBE,2,prairie,
86,6/14/2017 2:30,67.543,97.109,CBE,2,prairie,
87,6/14/2017 3:00,67.028,97.138,CBE,2,prairie,
88,6/14/2017 3:30,67.798,97.252,CBE,2,prairie,
89,6/14/2017 4:00,68.527,96.782,CBE,2,prairie,
90,6/14/2017 4:30,68.013,97.074,CBE,2,prairie,
91,6/14/2017 5:00,68.785,96.977,CBE,2,prairie,
92,6/14/2017 5:30,69.085,96.916,CBE,2,prairie,
93,6/14/2017 6:00,68.913,98.174,CBE,2,prairie,
94,6/14/2017 6:30,68.742,98.981,CBE,2,prairie,
95,6/14/2017 7:00,68.999,99.046,CBE,2,prairie,
96,6/14/2017 7:30,69.858,98.862,CBE,2,prairie,
97,6/14/2017 8:00,71.146,97.98,CBE,2,prairie,
98,6/14/2017 8:30,81.066,92.367,CBE,2,prairie,
99,6/14/2017 9:00,75.463,90.649,CBE,2,prairie,
100,6/14/2017 9:30,75.767,89.205,CBE,2,prairie,
101,6/14/2017 10:00,83.691,73.604,CBE,2,prairie,
102,6/14/2017 10:30,87.62,67.938,CBE,2,prairie,
103,6/14/2017 11:00,86.799,69.928,CBE,2,prairie,
104,6/14/2017 11:30,85.082,66.592,CBE,2,prairie,
105,6/14/2017 12:00,88.626,58.609,CBE,2,prairie,
106,6/14/2017 12:30,88.626,57.818,CBE,2,prairie,
107,6/14/2017 13:00,93.801,52.548,CBE,2,prairie,
108,6/14/2017 13:30,94.086,51.756,CBE,2,prairie,
109,6/14/2017 14:00,97.014,48.357,CBE,2,prairie,
110,6/14/2017 14:30,94.705,48.165,CBE,2,prairie,
