number,date_time,temp,RH,site,treatment
2784,8/9/2017 0:00,57.506,92.191,1,full sun corn
2785,8/9/2017 0:30,56.383,92.787,1,full sun corn
2786,8/9/2017 1:00,55.429,93.066,1,full sun corn
2787,8/9/2017 1:30,54.387,93.433,1,full sun corn
2788,8/9/2017 2:00,53.602,94.296,1,full sun corn
2789,8/9/2017 2:30,52.903,94.398,1,full sun corn
2790,8/9/2017 3:00,51.984,94.341,1,full sun corn
2791,8/9/2017 3:30,51.633,95.027,1,full sun corn
2792,8/9/2017 4:00,51.105,95.102,1,full sun corn
2793,8/9/2017 4:30,51.062,96.157,1,full sun corn
2794,8/9/2017 5:00,50.709,95.802,1,full sun corn
2795,8/9/2017 5:30,50.929,96.566,1,full sun corn
2796,8/9/2017 6:00,50.709,96.306,1,full sun corn
2797,8/9/2017 6:30,50.533,96.682,1,full sun corn
2798,8/9/2017 7:00,51.193,96.731,1,full sun corn
2799,8/9/2017 7:30,54.082,96.811,1,full sun corn
2800,8/9/2017 8:00,57.722,95.642,1,full sun corn
2801,8/9/2017 8:30,63.648,90.054,1,full sun corn
2802,8/9/2017 9:00,69.771,76.663,1,full sun corn
2803,8/9/2017 9:30,74.683,68.624,1,full sun corn
2804,8/9/2017 10:00,80.58,58.932,1,full sun corn
2805,8/9/2017 10:30,85.262,50.3,1,full sun corn
2806,8/9/2017 11:00,87.528,47.834,1,full sun corn
2807,8/9/2017 11:30,91.308,42.176,1,full sun corn
2808,8/9/2017 12:00,94.181,38.65,1,full sun corn
2809,8/9/2017 12:30,92.01,37.278,1,full sun corn
2810,8/9/2017 13:00,87.939,39.405,1,full sun corn
2811,8/9/2017 13:30,98.184,30.134,1,full sun corn
2812,8/9/2017 14:00,98.724,27.641,1,full sun corn
2813,8/9/2017 14:30,98.233,29.927,1,full sun corn
2814,8/9/2017 15:00,97.551,29.792,1,full sun corn
2815,8/9/2017 15:30,91.636,34.063,1,full sun corn
2816,8/9/2017 16:00,90.891,33.206,1,full sun corn
2817,8/9/2017 16:30,89.962,33.365,1,full sun corn
